RecommendedRank,RecommendedModel,StockCode,Description,ForecastWeek,ProbabilityOfSale,QuantityIfSold,TwoStageExpected,TwoStageHardGate,XGBoostPoisson,NaiveLag1,MovingAverage4,WeeksSinceLastSale
2223,XGBoostPoisson,85024B,EAU DE NILE JEWELLED PHOTOFRAME,2011-12-05/2011-12-11,0.23157895,7.0656815,1.636263,0.0,2.8578074,0.0,3.0,2.0
2224,XGBoostPoisson,82011B,BATHROOM SCALES RUBBER DUCKS,2011-12-05/2011-12-11,0.44345897,5.125678,2.273028,5.125678,2.851863,0.0,3.0,1.0
2225,XGBoostPoisson,22497,SET OF 2 TINS VINTAGE BATHROOM ,2011-12-05/2011-12-11,0.5555556,5.270367,2.9279819,5.270367,2.8459675,0.0,0.75,1.0
2226,XGBoostPoisson,72811,SMALL ZINC/GLASS CANDLEHOLDER,2011-12-05/2011-12-11,0.36051503,5.2587986,1.8958759,0.0,2.8278096,2.0,0.75,0.0
2227,XGBoostPoisson,90013B,BLACK VINTAGE EARRINGS,2011-12-05/2011-12-11,0.6600496,4.196648,2.769996,4.196648,2.8230102,4.0,2.5,0.0
2228,XGBoostPoisson,47420,ASSORTED COLOUR SUCTION CUP HOOK,2011-12-05/2011-12-11,0.44345897,5.801645,2.5727913,5.801645,2.8069959,1.0,1.0,0.0
2229,XGBoostPoisson,90130B,TURQ STONE/CRYSTAL EARRINGS,2011-12-05/2011-12-11,0.5992509,4.3477907,2.6054175,4.3477907,2.7931402,4.0,2.0,0.0
2230,XGBoostPoisson,23140,TRIPLE WIRE HOOK IVORY HEART,2011-12-05/2011-12-11,0.4236111,6.9303503,2.9357734,0.0,2.780805,0.0,0.25,3.0
2231,XGBoostPoisson,85020,ROUND PINK HEART MIRROR,2011-12-05/2011-12-11,0.44345897,5.041296,2.2356079,5.041296,2.7727907,0.0,1.75,1.0
2232,XGBoostPoisson,79063D,"RETRO PILL BOX , REVOLUTIONARY",2011-12-05/2011-12-11,0.3196126,5.542507,1.771455,0.0,2.7481644,0.0,0.75,1.0
2233,XGBoostPoisson,21816,CHRISTMAS TREE T-LIGHT HOLDER,2011-12-05/2011-12-11,0.346789,5.2218137,1.8108675,0.0,2.7413526,0.0,1.5,1.0
2234,XGBoostPoisson,85135A,YELLOW DRAGONFLY HELICOPTER,2011-12-05/2011-12-11,0.5555556,4.7383876,2.6324377,4.7383876,2.7341182,1.0,3.75,0.0
2235,XGBoostPoisson,17090A,LAVENDER INCENSE 40 CONES IN TIN,2011-12-05/2011-12-11,0.23978202,4.245581,1.0180141,0.0,2.7331076,0.0,2.25,1.0
2236,XGBoostPoisson,21003,ROSE DU SUD CUSHION COVER,2011-12-05/2011-12-11,0.6600496,5.501852,3.6314952,5.501852,2.7175636,1.0,2.5,0.0
2237,XGBoostPoisson,22258,FELT FARM ANIMAL RABBIT,2011-12-05/2011-12-11,0.23157896,4.285776,0.9924956,0.0,2.705836,0.0,3.25,1.0
2238,XGBoostPoisson,85129D,BEADED CRYSTAL HEART PINK SMALL,2011-12-05/2011-12-11,0.6550218,4.2153745,2.761162,4.2153745,2.700111,2.0,1.5,0.0
2239,XGBoostPoisson,20617,FIRST CLASS PASSPORT COVER ,2011-12-05/2011-12-11,0.6600496,4.658973,3.0751536,4.658973,2.6917224,2.0,2.75,0.0
2240,XGBoostPoisson,90031,BILI NUT AND WOOD NECKLACE,2011-12-05/2011-12-11,0.23978202,6.0498834,1.4506533,0.0,2.6908214,0.0,1.5,1.0
2241,XGBoostPoisson,22322,BIRD DECORATION GREEN POLKADOT,2011-12-05/2011-12-11,0.4236111,6.1215725,2.593166,0.0,2.673327,0.0,0.75,3.0
2242,XGBoostPoisson,20894,HANGING BAUBLE T-LIGHT HOLDER LARGE,2011-12-05/2011-12-11,0.44345894,4.7589808,2.1104126,4.7589808,2.6487978,1.0,3.5,0.0
2243,XGBoostPoisson,21722,SWEET PUDDING STICKER SHEET,2011-12-05/2011-12-11,0.60400003,4.520151,2.7301714,4.520151,2.6407447,3.0,1.5,0.0
2244,XGBoostPoisson,35933,PINK STOCKING CHRISTMAS DECORATION,2011-12-05/2011-12-11,0.18592963,10.576433,1.9664723,0.0,2.6401467,0.0,0.0,4.0
2245,XGBoostPoisson,21294,ETCHED GLASS COASTER,2011-12-05/2011-12-11,0.125,14.563209,1.8204011,0.0,2.6395533,0.0,0.0,5.0
2246,XGBoostPoisson,85104,SILVER GLASS T-LIGHT SET,2011-12-05/2011-12-11,0.346789,5.519524,1.9141103,0.0,2.6387308,0.0,1.0,1.0
2247,XGBoostPoisson,20831,GOLD PHOTO FRAME,2011-12-05/2011-12-11,0.346789,6.1981583,2.1494532,0.0,2.6358025,0.0,1.5,3.0
2248,XGBoostPoisson,84509C,SET OF 4 POLKADOT PLACEMATS ,2011-12-05/2011-12-11,0.5279503,5.3800316,2.8403893,5.3800316,2.6343513,0.0,2.25,1.0
2249,XGBoostPoisson,84674,FLYING PIG WATERING CAN,2011-12-05/2011-12-11,0.6600496,4.971548,3.2814684,4.971548,2.6260319,2.0,1.5,0.0
2250,XGBoostPoisson,79149B,SILICON STAR BULB  BLUE,2011-12-05/2011-12-11,0.44345897,4.687836,2.078863,4.687836,2.6242087,10.0,3.0,0.0
2251,XGBoostPoisson,90018A,SILVER M.O.P ORBIT DROP EARRINGS,2011-12-05/2011-12-11,0.6134454,4.238205,2.5999074,4.238205,2.6191554,2.0,2.25,0.0
2252,XGBoostPoisson,84508C,BLUE CIRCLES DESIGN TEDDY,2011-12-05/2011-12-11,0.44345897,5.0109386,2.2221458,5.0109386,2.5957534,0.0,3.0,2.0
2253,XGBoostPoisson,21454,PAINTED PINK RABBIT ,2011-12-05/2011-12-11,0.5208333,4.5731645,2.3818564,4.5731645,2.5941398,4.0,1.0,0.0
2254,XGBoostPoisson,84510C,SET OF 4 POLKADOT COASTERS,2011-12-05/2011-12-11,0.66004956,4.264414,2.8147244,4.264414,2.591043,1.0,1.5,0.0
2255,XGBoostPoisson,22786,CUSHION COVER PINK UNION JACK,2011-12-05/2011-12-11,0.6134454,4.476544,2.7461152,4.476544,2.5864618,4.0,1.75,0.0
2256,XGBoostPoisson,84826,ASSTD DESIGN 3D PAPER STICKERS,2011-12-05/2011-12-11,0.31961256,5.759472,1.8407996,0.0,2.5821025,0.0,2.75,3.0
2257,XGBoostPoisson,22250,DECORATION  BUTTERFLY  MAGIC GARDEN,2011-12-05/2011-12-11,0.44345894,5.999528,2.6605444,5.999528,2.5763078,0.0,1.75,2.0
2258,XGBoostPoisson,85187,S/12 MINI RABBIT EASTER,2011-12-05/2011-12-11,0.23157895,4.7827463,1.1075834,0.0,2.5762215,0.0,1.0,1.0
2259,XGBoostPoisson,21469,POLKA DOT RAFFIA FOOD COVER,2011-12-05/2011-12-11,0.5208333,5.8597546,3.0519555,5.8597546,2.5737565,0.0,0.5,2.0
2260,XGBoostPoisson,23410,CURIO CABINET LINEN AND LACE ,2011-12-05/2011-12-11,0.5279503,4.804979,2.53679,4.804979,2.547491,0.0,1.0,1.0
2261,XGBoostPoisson,23137,ZINC WIRE SWEETHEART LETTER TRAY,2011-12-05/2011-12-11,0.5555556,4.914947,2.7305262,4.914947,2.5446947,1.0,2.5,0.0
2262,XGBoostPoisson,90059A,DIAMANTE HAIR GRIP PACK/2 CRYSTAL,2011-12-05/2011-12-11,0.6600496,4.420695,2.917878,4.420695,2.5424817,3.0,2.25,0.0
2263,XGBoostPoisson,90201D,GREEN ENAMEL FLOWER RING,2011-12-05/2011-12-11,0.5555556,5.1143117,2.8412845,5.1143117,2.5298452,1.0,1.0,0.0
2264,XGBoostPoisson,90158,ST TROPEZ NECKLACE,2011-12-05/2011-12-11,0.604,4.3288736,2.6146395,4.3288736,2.5082195,1.0,2.25,0.0
2265,XGBoostPoisson,21721,CANDY SHOP  STICKER SHEET,2011-12-05/2011-12-11,0.3196126,7.564451,2.4176939,0.0,2.5069458,1.0,0.25,0.0
2266,XGBoostPoisson,85124B,BLUE JUICY FRUIT PHOTO FRAME,2011-12-05/2011-12-11,0.5992509,4.700933,2.8170383,4.700933,2.504895,0.0,0.75,1.0
2267,XGBoostPoisson,21587,COSY HOUR GIANT TUBE MATCHES,2011-12-05/2011-12-11,0.15,5.954093,0.893114,0.0,2.4881184,0.0,0.0,6.0
2268,XGBoostPoisson,21078,SET/20 STRAWBERRY PAPER NAPKINS ,2011-12-05/2011-12-11,0.053921565,10.315253,0.55621463,0.0,2.4608214,0.0,0.0,7.0
2269,XGBoostPoisson,90214S,"LETTER ""S"" BLING KEY RING",2011-12-05/2011-12-11,0.5279503,5.021764,2.6512415,5.021764,2.4567668,0.0,3.0,2.0
2270,XGBoostPoisson,21131,GOLD STANDING GNOME,2011-12-05/2011-12-11,0.5208333,6.302234,3.2824135,6.302234,2.4447982,0.0,0.5,2.0
2271,XGBoostPoisson,21556,CERAMIC STRAWBERRY MONEY BOX,2011-12-05/2011-12-11,0.44345897,4.383574,1.9439353,4.383574,2.441267,0.0,1.0,1.0
2272,XGBoostPoisson,22391,PAPERWEIGHT HOME SWEET HOME,2011-12-05/2011-12-11,0.65502185,5.0210953,3.288927,5.0210953,2.4395678,1.0,2.75,0.0
2273,XGBoostPoisson,23054,RECYCLED ACAPULCO MAT LAVENDER,2011-12-05/2011-12-11,0.5279503,6.36952,3.36279,6.36952,2.4380255,1.0,0.5,0.0
2274,XGBoostPoisson,37467,PIG MUG IN TWO COLOUR DESIGNS,2011-12-05/2011-12-11,0.16494845,9.043762,1.4917545,0.0,2.433125,0.0,0.0,7.0
2275,XGBoostPoisson,90174,BUTTERFLY HAIR BAND,2011-12-05/2011-12-11,0.5992509,4.4134984,2.644793,4.4134984,2.4243915,2.0,2.0,0.0
2276,XGBoostPoisson,35810A,ENAMEL PINK COFFEE CONTAINER,2011-12-05/2011-12-11,0.18592964,9.337781,1.7361703,0.0,2.4184783,0.0,0.0,5.0
2277,XGBoostPoisson,21226,POCKET MIRROR WOODLAND,2011-12-05/2011-12-11,0.4214876,4.920523,2.0739396,0.0,2.4155056,0.0,1.5,1.0
2278,XGBoostPoisson,90209A,PURPLE ENAMEL+GLASS HAIR COMB,2011-12-05/2011-12-11,0.16494845,9.530673,1.5720698,0.0,2.4030666,0.0,0.0,4.0
2279,XGBoostPoisson,85093,CANDY SPOT EGG WARMER HARE,2011-12-05/2011-12-11,0.346789,6.6815057,2.3170726,0.0,2.4002128,0.0,0.0,4.0
2280,XGBoostPoisson,90098,NECKLACE+BRACELET PINK BUTTERFLY,2011-12-05/2011-12-11,0.4236111,5.635416,2.387225,0.0,2.3900154,0.0,0.75,1.0
2281,XGBoostPoisson,84508B,STRIPES DESIGN TEDDY,2011-12-05/2011-12-11,0.5555556,4.4430375,2.4683542,4.4430375,2.3814378,0.0,1.75,1.0
2282,XGBoostPoisson,21946,PARTY TIME DESIGN FLANNEL,2011-12-05/2011-12-11,0.5208333,5.253003,2.735939,5.253003,2.3812528,1.0,0.5,0.0
2283,XGBoostPoisson,20705,MRS ROBOT SOFT TOY,2011-12-05/2011-12-11,0.5279503,4.1666636,2.1997912,4.1666636,2.3704581,5.0,1.5,0.0
2284,XGBoostPoisson,47341B,BLUE TABLE RUN FLOWER,2011-12-05/2011-12-11,0.36051503,4.4206557,1.5937128,0.0,2.3698857,4.0,1.0,0.0
2285,XGBoostPoisson,90149,SILVER FLOWR PINK SHELL NECKLACE,2011-12-05/2011-12-11,0.18592964,8.759316,1.6286166,0.0,2.3691044,1.0,0.25,0.0
2286,XGBoostPoisson,20782,CAMOUFLAGE EAR MUFF HEADPHONES,2011-12-05/2011-12-11,0.5279503,3.97253,2.0972984,3.97253,2.368305,1.0,1.75,0.0
2287,XGBoostPoisson,90186B,CRYSTAL HOOP EARRING FLORAL LEAF,2011-12-05/2011-12-11,0.65502185,4.061632,2.6604578,4.061632,2.359889,1.0,3.0,0.0
2288,XGBoostPoisson,22035,VINTAGE CARAVAN GREETING CARD ,2011-12-05/2011-12-11,0.14545454,7.6586485,1.1139852,0.0,2.358988,0.0,0.0,4.0
2289,XGBoostPoisson,20794,BLUE  TILE HOOK,2011-12-05/2011-12-11,0.6600496,4.178293,2.757881,4.178293,2.3535373,4.0,2.25,0.0
2290,XGBoostPoisson,84920,PINK FLOWER FABRIC PONY,2011-12-05/2011-12-11,0.5208333,4.747382,2.4725947,4.747382,2.3450131,1.0,0.75,0.0
2291,XGBoostPoisson,90087,CRYSTAL SEA HORSE PHONE CHARM,2011-12-05/2011-12-11,0.5555556,5.057981,2.8099897,5.057981,2.3409634,1.0,1.25,0.0
2292,XGBoostPoisson,22270,HAPPY EASTER HANGING DECORATION,2011-12-05/2011-12-11,0.346789,3.8682861,1.3414791,0.0,2.3354042,0.0,1.25,1.0
2293,XGBoostPoisson,21726,MULTI HEARTS  STICKERS,2011-12-05/2011-12-11,0.23157895,5.2711005,1.220676,0.0,2.313385,0.0,0.0,4.0
2294,XGBoostPoisson,90120B,BLUE MURANO TWIST BRACELET,2011-12-05/2011-12-11,0.346789,4.698366,1.6293417,0.0,2.3109667,0.0,3.0,2.0
2295,XGBoostPoisson,23614,SET 10 CARDS 12 DAYS WRAP  17058,2011-12-05/2011-12-11,0.5279503,4.28415,2.2618182,4.28415,2.2972836,0.0,0.75,1.0
2296,XGBoostPoisson,16254,TRANSPARENT ACRYLIC TAPE DISPENSER,2011-12-05/2011-12-11,0.604,5.1381617,3.1034496,5.1381617,2.2937417,1.0,1.75,0.0
2297,XGBoostPoisson,37489D,PINK/GREEN FLOWER DESIGN BIG MUG,2011-12-05/2011-12-11,0.4236111,4.192194,1.77586,0.0,2.2780542,0.0,1.75,1.0
2298,XGBoostPoisson,90214C,"LETTER ""C"" BLING KEY RING",2011-12-05/2011-12-11,0.5208333,4.316711,2.248287,4.316711,2.2503777,1.0,1.75,0.0
2299,XGBoostPoisson,21851,LILAC DIAMANTE PEN IN GIFT BOX,2011-12-05/2011-12-11,0.5992509,4.945258,2.9634504,4.945258,2.239221,1.0,1.25,0.0
2300,XGBoostPoisson,22606,WOODEN SKITTLES GARDEN SET,2011-12-05/2011-12-11,0.4236111,5.0877705,2.155236,0.0,2.238097,0.0,0.25,1.0
2301,XGBoostPoisson,90013A,MIDNIGHT BLUE VINTAGE EARRINGS,2011-12-05/2011-12-11,0.5279503,4.569657,2.4125516,4.569657,2.2366846,1.0,1.75,0.0
2302,XGBoostPoisson,21190,PINK HEARTS PAPER GARLAND,2011-12-05/2011-12-11,0.34678897,8.165097,2.8315656,0.0,2.2299707,0.0,1.0,1.0
2303,XGBoostPoisson,20780,BLACK EAR MUFF HEADPHONES,2011-12-05/2011-12-11,0.66004956,4.223775,2.7879007,4.223775,2.2084348,1.0,2.5,0.0
2304,XGBoostPoisson,20694,FLORAL PINK MONSTER,2011-12-05/2011-12-11,0.3196126,4.6758895,1.4944732,0.0,2.2067254,0.0,0.25,1.0
2305,XGBoostPoisson,71403,"PINK/WHITE ""KEEP CLEAN"" BULLET BIN",2011-12-05/2011-12-11,0.5208333,4.7785473,2.4888265,4.7785473,2.2064292,0.0,0.75,2.0
2306,XGBoostPoisson,90197B,BLACK GLASS BRACELET W HEART CHARMS,2011-12-05/2011-12-11,0.5208334,4.0196857,2.0935864,4.0196857,2.1968484,2.0,1.75,0.0
2307,XGBoostPoisson,71510,SQUARE METAL CANDLEHOLDER BASE,2011-12-05/2011-12-11,0.346789,3.923913,1.3607699,0.0,2.1908002,0.0,1.75,1.0
2308,XGBoostPoisson,90129B,TURQUOISE GLASS TASSLE BAG CHARM ,2011-12-05/2011-12-11,0.43333334,4.688216,2.0315604,0.0,2.1868243,0.0,2.25,1.0
2309,XGBoostPoisson,21202,DOLLY HONEYCOMB GARLAND,2011-12-05/2011-12-11,0.3196126,5.5455675,1.7724332,0.0,2.1850479,0.0,3.0,2.0
2310,XGBoostPoisson,85180A,RED HEARTS LIGHT CHAIN ,2011-12-05/2011-12-11,0.346789,5.182255,1.797149,0.0,2.1802335,0.0,0.75,1.0
2311,XGBoostPoisson,22503,CABIN BAG VINTAGE PAISLEY,2011-12-05/2011-12-11,0.4236111,5.0131826,2.1236398,0.0,2.1796298,0.0,0.75,1.0
2312,XGBoostPoisson,47481,50CM METAL STRING WITH  7 CLIPS,2011-12-05/2011-12-11,0.5992509,4.4462886,2.6644425,4.4462886,2.1782105,5.0,1.5,0.0
2313,XGBoostPoisson,47594A,CAROUSEL DESIGN WASHBAG,2011-12-05/2011-12-11,0.5279503,4.370795,2.3075624,4.370795,2.1710522,0.0,1.5,1.0
2314,XGBoostPoisson,22785,SQUARECUSHION COVER PINK UNION FLAG,2011-12-05/2011-12-11,0.6600496,4.5161905,2.9809098,4.5161905,2.1695142,1.0,1.75,0.0
2315,XGBoostPoisson,21370,MIRRORED WALL ART FOXY,2011-12-05/2011-12-11,0.4236111,4.260436,1.804768,0.0,2.1528816,6.0,2.25,0.0
2316,XGBoostPoisson,20661,BLUE SPOTTY PURSE ,2011-12-05/2011-12-11,0.6600496,4.212622,2.7805398,4.212622,2.1463873,3.0,1.25,0.0
2317,XGBoostPoisson,21027,NINJA RABBIT PINK,2011-12-05/2011-12-11,0.4236111,4.916092,2.0825112,0.0,2.1442711,0.0,1.0,1.0
2318,XGBoostPoisson,72800D,4 BLUE DINNER CANDLES SILVER FLOCK,2011-12-05/2011-12-11,0.5279503,4.3989086,2.322405,4.3989086,2.1412022,1.0,1.25,0.0
2319,XGBoostPoisson,23047,PAPER LANTERN 5 POINT SEQUIN STAR,2011-12-05/2011-12-11,0.5992509,4.8990293,2.9357479,4.8990293,2.1268687,0.0,1.5,1.0
2320,XGBoostPoisson,22925,BLUE GIANT GARDEN THERMOMETER,2011-12-05/2011-12-11,0.18592966,6.935874,1.2895846,0.0,2.126589,0.0,0.0,5.0
2321,XGBoostPoisson,84968E,SET OF 16 VINTAGE BLACK CUTLERY,2011-12-05/2011-12-11,0.346789,4.5946174,1.5933628,0.0,2.1217813,1.0,0.25,0.0
2322,XGBoostPoisson,21578,WOODLAND DESIGN  COTTON TOTE BAG,2011-12-05/2011-12-11,0.18592964,5.5268927,1.0276132,0.0,2.115997,0.0,0.0,4.0
2323,XGBoostPoisson,79403,FROSTED WHITE BASE ,2011-12-05/2011-12-11,0.239782,4.854574,1.1640395,0.0,2.1152408,1.0,0.25,0.0
2324,XGBoostPoisson,90200A,PURPLE SWEETHEART BRACELET,2011-12-05/2011-12-11,0.6600496,3.9819598,2.6282911,3.9819598,2.112596,5.0,1.75,0.0
2325,XGBoostPoisson,22857,ASSORTED EASTER GIFT TAGS,2011-12-05/2011-12-11,0.14545454,8.75863,1.2739825,0.0,2.1109033,0.0,0.0,5.0
2326,XGBoostPoisson,90192,JADE DROP EARRINGS W FILIGREE,2011-12-05/2011-12-11,0.36051503,4.680922,1.6875428,0.0,2.0982416,0.0,1.5,1.0
2327,XGBoostPoisson,90184B,AMETHYST CHUNKY BEAD BRACELET W STR,2011-12-05/2011-12-11,0.55555564,3.8630004,2.1461117,3.8630004,2.093869,4.0,1.75,0.0
2328,XGBoostPoisson,22526,WHEELBARROW FOR CHILDREN ,2011-12-05/2011-12-11,0.7718191,4.106812,3.1697161,4.106812,2.0810442,1.0,2.0,0.0
2329,XGBoostPoisson,79406,FROSTED WHITE BASE ,2011-12-05/2011-12-11,0.15,8.806289,1.3209434,0.0,2.0800607,0.0,0.0,4.0
2330,XGBoostPoisson,10133,COLOURING PENCILS BROWN TUBE,2011-12-05/2011-12-11,0.019748654,36.209885,0.7150965,0.0,2.0718198,0.0,0.0,12.0
2331,XGBoostPoisson,21613,S/12 VANILLA  BOTANICAL T-LIGHTS,2011-12-05/2011-12-11,0.20652173,5.7164893,1.1805793,0.0,2.0614383,0.0,0.0,5.0
2332,XGBoostPoisson,20835,FRENCH LATTICE CUSHION COVER ,2011-12-05/2011-12-11,0.20652173,6.739413,1.3918352,0.0,2.056712,0.0,3.0,3.0
2333,XGBoostPoisson,85116,BLACK CANDELABRA T-LIGHT HOLDER,2011-12-05/2011-12-11,0.053921573,6.2132707,0.33502933,0.0,2.0411763,0.0,0.0,7.0
2334,XGBoostPoisson,90183A,AMBER DROP EARRINGS W LONG BEADS,2011-12-05/2011-12-11,0.44345897,4.1947284,1.8601899,4.1947284,2.0357797,2.0,0.75,0.0
2335,XGBoostPoisson,20997,ROSE DU SUD CUSHION COVER ,2011-12-05/2011-12-11,0.604,4.446075,2.685429,4.446075,2.0295525,2.0,1.5,0.0
2336,XGBoostPoisson,90108,BLUE BLOSSOM HAIR CLIP,2011-12-05/2011-12-11,0.360515,4.5275035,1.6322329,0.0,2.025362,2.0,0.75,0.0
2337,XGBoostPoisson,85129C,BEADED CRYSTAL HEART BLUE SMALL,2011-12-05/2011-12-11,0.31961256,3.5992947,1.1503798,0.0,2.0188172,0.0,0.25,3.0
2338,XGBoostPoisson,90118,PINK DAISY BAG CHARM,2011-12-05/2011-12-11,0.44345897,4.326602,1.9186705,4.326602,2.0155911,2.0,1.5,0.0
2339,XGBoostPoisson,90133,TEAL/FUSCHIA COL BEAD NECKLACE,2011-12-05/2011-12-11,0.5279503,3.6701336,1.937648,3.6701336,2.0088277,1.0,2.5,0.0
2340,XGBoostPoisson,90101,WHITE FRANGIPANI NECKLACE,2011-12-05/2011-12-11,0.5279503,4.310718,2.2758448,4.310718,2.0066948,0.0,1.0,1.0
2341,XGBoostPoisson,84748,FOLK FELT HANGING MULTICOL GARLAND,2011-12-05/2011-12-11,0.43333334,4.2323775,1.8340303,0.0,2.000011,2.0,1.0,0.0
2342,XGBoostPoisson,90120C,GREEN MURANO TWIST BRACELET,2011-12-05/2011-12-11,0.4214876,4.777969,2.0138547,0.0,1.9996941,0.0,2.5,2.0
2343,XGBoostPoisson,90210D,PURPLE ACRYLIC FACETED BANGLE,2011-12-05/2011-12-11,0.23157896,4.709626,1.0906503,0.0,1.9944957,0.0,2.5,3.0
2344,XGBoostPoisson,90160D,PINK BOUDICCA LARGE BRACELET,2011-12-05/2011-12-11,0.346789,5.0105767,1.737613,0.0,1.9927372,0.0,2.5,2.0
2345,XGBoostPoisson,84818,DANISH ROSE PHOTO FRAME,2011-12-05/2011-12-11,0.10465117,4.2765813,0.44754922,0.0,1.98302,0.0,0.0,5.0
2346,XGBoostPoisson,21145,ANTIQUE GLASS PLACE SETTING,2011-12-05/2011-12-11,0.18592964,5.7936006,1.0772021,0.0,1.98092,0.0,2.5,2.0
2347,XGBoostPoisson,90129F,RED GLASS TASSLE BAG CHARM,2011-12-05/2011-12-11,0.36051503,4.5459647,1.6388886,0.0,1.9767015,0.0,2.25,2.0
2348,XGBoostPoisson,21633,SUNFLOWER DECORATIVE PARASOL,2011-12-05/2011-12-11,0.346789,3.9932551,1.384817,0.0,1.9711587,0.0,1.5,1.0
2349,XGBoostPoisson,90204,PAIR OF ENAMEL BUTTERFLY HAIRCLIP,2011-12-05/2011-12-11,0.6134454,3.7019148,2.2709227,3.7019148,1.9515706,2.0,2.25,0.0
2350,XGBoostPoisson,15058A,BLUE POLKADOT GARDEN PARASOL,2011-12-05/2011-12-11,0.31182796,4.4586253,1.390324,0.0,1.9398601,0.0,0.5,1.0
2351,XGBoostPoisson,84665,SQUARE CHERRY BLOSSOM CABINET,2011-12-05/2011-12-11,0.346789,5.209133,1.80647,0.0,1.9357702,0.0,1.0,3.0
2352,XGBoostPoisson,72801D,S/4 SKY BLUE DINNER CANDLES,2011-12-05/2011-12-11,0.3196126,4.8276434,1.5429757,0.0,1.9260848,0.0,0.25,1.0
2353,XGBoostPoisson,23151,ZINC SWEETHEART SOAP DISH,2011-12-05/2011-12-11,0.4214876,4.9296546,2.0777884,0.0,1.925311,3.0,1.0,0.0
2354,XGBoostPoisson,35911A,MULTICOLOUR RABBIT EGG WARMER,2011-12-05/2011-12-11,0.23978202,6.508165,1.5605409,0.0,1.924154,0.0,0.0,4.0
2355,XGBoostPoisson,90099,NECKLACE+BRACELET SET BLUE HIBISCUS,2011-12-05/2011-12-11,0.604,3.6304197,2.1927733,3.6304197,1.9235878,2.0,3.0,0.0
2356,XGBoostPoisson,23613,SET 10 XMAS CARDS & BADGES 17070,2011-12-05/2011-12-11,0.44345897,3.8783016,1.7198677,3.8783016,1.9226738,3.0,1.75,0.0
2357,XGBoostPoisson,84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,2011-12-05/2011-12-11,0.65502185,4.3008513,2.8171515,4.3008513,1.9140823,0.0,1.0,1.0
2358,XGBoostPoisson,22276,WASH BAG VINTAGE ROSE PAISLEY,2011-12-05/2011-12-11,0.20652172,5.345945,1.1040537,0.0,1.9055563,0.0,0.0,4.0
2359,XGBoostPoisson,23637,SET 10 CARDS OUT OF ORDER 17216,2011-12-05/2011-12-11,0.604,3.4467263,2.0818226,3.4467263,1.8900198,3.0,1.0,0.0
2360,XGBoostPoisson,90206C,CRYSTAL DIAMANTE STAR BROOCH,2011-12-05/2011-12-11,0.5992509,3.7478309,2.245891,3.7478309,1.8814145,3.0,1.75,0.0
2361,XGBoostPoisson,90154,LAZER CUT NECKLACE W PASTEL BEADS,2011-12-05/2011-12-11,0.16494845,10.012664,1.6515734,0.0,1.8813289,0.0,0.25,2.0
2362,XGBoostPoisson,84712B,PINK JEWELLED PHOTO FRAME,2011-12-05/2011-12-11,0.5555556,3.6200647,2.0111473,3.6200647,1.8758146,2.0,2.0,0.0
2363,XGBoostPoisson,37489A,YELLOW/PINK FLOWER DESIGN BIG MUG,2011-12-05/2011-12-11,0.39655173,4.0431848,1.6033319,0.0,1.8739873,0.0,1.0,1.0
2364,XGBoostPoisson,40016,CHINESE DRAGON PAPER LANTERNS,2011-12-05/2011-12-11,0.030710174,13.422741,0.4122147,0.0,1.8732188,0.0,0.0,10.0
2365,XGBoostPoisson,79000,MOROCCAN TEA GLASS,2011-12-05/2011-12-11,0.030710174,16.564493,0.50869846,0.0,1.8717655,0.0,0.0,11.0
2366,XGBoostPoisson,90125B,AQUA BERTIE GLASS BEAD BAG CHARM,2011-12-05/2011-12-11,0.23978202,6.2520676,1.4991333,0.0,1.867315,6.0,1.5,0.0
2367,XGBoostPoisson,21628,TRIANGULAR POUFFE VINTAGE ,2011-12-05/2011-12-11,0.5208333,4.613902,2.403074,4.613902,1.8656405,0.0,0.5,2.0
2368,XGBoostPoisson,84559B,3D SHEET OF CAT STICKERS,2011-12-05/2011-12-11,0.23157895,4.767273,1.1040001,0.0,1.8598951,0.0,0.0,4.0
2369,XGBoostPoisson,84820,DANISH ROSE TRINKET TRAYS,2011-12-05/2011-12-11,0.443459,3.9675765,1.7594575,3.9675765,1.8582094,2.0,1.0,0.0
2370,XGBoostPoisson,90003D,CRYSTAL PAIR HEART HAIR SLIDES,2011-12-05/2011-12-11,0.6039999,3.757207,2.2693527,3.757207,1.8574106,3.0,1.75,0.0
2371,XGBoostPoisson,85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,2011-12-05/2011-12-11,0.6134454,3.868308,2.3729959,3.868308,1.8559396,1.0,0.75,0.0
2372,XGBoostPoisson,84827,ASS DES PHONE SPONGE CRAFT STICKER,2011-12-05/2011-12-11,0.18592964,7.42624,1.3807582,0.0,1.8534604,0.0,0.0,6.0
2373,XGBoostPoisson,20781,GOLD EAR MUFF HEADPHONES,2011-12-05/2011-12-11,0.65502185,3.879568,2.5412018,3.879568,1.8289326,1.0,2.75,0.0
2374,XGBoostPoisson,90201A,PURPLE ENAMEL FLOWER RING,2011-12-05/2011-12-11,0.3196126,5.157352,1.6483546,0.0,1.8269879,0.0,1.0,2.0
2375,XGBoostPoisson,20657,TROPICAL LUGGAGE TAG,2011-12-05/2011-12-11,0.43333337,3.997634,1.7323081,0.0,1.8159319,0.0,1.75,3.0
