SourceRowNumber,Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,IsExactDuplicate,SignedRevenue
813435,C562124,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-3,2011-08-02 17:23:00,2.55,13081.0,United Kingdom,False,-7.6499999999999995
813436,C562124,22698,PINK REGENCY TEACUP AND SAUCER,-1,2011-08-02 17:23:00,2.55,13081.0,United Kingdom,False,-2.55
813437,C562124,15034,PAPER POCKET TRAVELING FAN ,-23,2011-08-02 17:23:00,0.07,13081.0,United Kingdom,False,-1.61
813438,C562124,15044C,PURPLE PAPER PARASOL,-2,2011-08-02 17:23:00,2.55,13081.0,United Kingdom,False,-5.1
813439,C562124,15058A,BLUE POLKADOT GARDEN PARASOL,-1,2011-08-02 17:23:00,6.75,13081.0,United Kingdom,False,-6.75
813440,C562124,22200,FRYING PAN PINK POLKADOT,-4,2011-08-02 17:23:00,3.75,13081.0,United Kingdom,False,-15.0
813451,C562126,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-1,2011-08-02 17:31:00,4.95,15764.0,United Kingdom,False,-4.95
813452,C562126,21533,RETROSPOT LARGE MILK JUG,-2,2011-08-02 17:31:00,4.95,15764.0,United Kingdom,False,-9.9
813644,C562139,84978,HANGING HEART JAR T-LIGHT HOLDER,-1,2011-08-03 10:10:00,1.25,12921.0,United Kingdom,False,-1.25
813645,C562139,22456,NATURAL SLATE CHALKBOARD LARGE ,-2,2011-08-03 10:10:00,4.95,12921.0,United Kingdom,False,-9.9
813646,C562139,21313,GLASS HEART T-LIGHT HOLDER ,-4,2011-08-03 10:10:00,0.85,12921.0,United Kingdom,False,-3.4
813658,C562142,23163,REGENCY SUGAR TONGS,-7,2011-08-03 10:37:00,2.08,15189.0,United Kingdom,False,-14.56
813683,C562144,21643,ASSORTED TUTTI FRUTTI MIRROR,-12,2011-08-03 10:43:00,1.25,12757.0,Portugal,False,-15.0
813729,C562147,22649,STRAWBERRY FAIRY CAKE TEAPOT,-1,2011-08-03 10:47:00,4.95,16180.0,United Kingdom,False,-4.95
813730,C562147,22699,ROSES REGENCY TEACUP AND SAUCER ,-1,2011-08-03 10:47:00,2.95,16180.0,United Kingdom,False,-2.95
813731,C562147,22064,PINK DOUGHNUT TRINKET POT ,-1,2011-08-03 10:47:00,1.65,16180.0,United Kingdom,False,-1.65
813732,C562147,23206,LUNCH BAG APPLE DESIGN,-1,2011-08-03 10:47:00,1.65,16180.0,United Kingdom,False,-1.65
813733,C562147,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,2011-08-03 10:47:00,1.25,16180.0,United Kingdom,False,-1.25
813734,C562147,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,-1,2011-08-03 10:47:00,2.95,16180.0,United Kingdom,False,-2.95
813735,C562147,22697,GREEN REGENCY TEACUP AND SAUCER,-1,2011-08-03 10:47:00,2.95,16180.0,United Kingdom,False,-2.95
813757,C562149,23205,CHARLOTTE BAG VINTAGE ALPHABET ,-1,2011-08-03 10:49:00,0.85,13534.0,United Kingdom,False,-0.85
813758,C562149,23204,CHARLOTTE BAG APPLES DESIGN,-1,2011-08-03 10:49:00,0.85,13534.0,United Kingdom,False,-0.85
813759,C562149,23203,JUMBO BAG DOILEY PATTERNS,-1,2011-08-03 10:49:00,2.08,13534.0,United Kingdom,False,-2.08
813760,C562149,21930,JUMBO STORAGE BAG SKULLS,-1,2011-08-03 10:49:00,2.08,13534.0,United Kingdom,False,-2.08
813761,C562149,20711,JUMBO BAG TOYS ,-1,2011-08-03 10:49:00,2.08,13534.0,United Kingdom,False,-2.08
813762,C562151,22637,PIGGY BANK RETROSPOT ,-1,2011-08-03 10:55:00,2.1,17053.0,United Kingdom,False,-2.1
813791,C562154,23256,CHILDRENS CUTLERY SPACEBOY ,-4,2011-08-03 11:23:00,4.15,13520.0,Switzerland,False,-16.6
813882,C562159,M,Manual,-12,2011-08-03 11:48:00,1.45,17389.0,United Kingdom,False,-17.4
813883,C562160,22456,NATURAL SLATE CHALKBOARD LARGE ,-4,2011-08-03 11:50:00,4.25,13106.0,United Kingdom,False,-17.0
814055,C562185,22381,TOY TIDY PINK POLKADOT,-3,2011-08-03 12:15:00,2.1,12748.0,United Kingdom,False,-6.300000000000001
814056,C562188,85099B,JUMBO BAG RED RETROSPOT,-100,2011-08-03 12:16:00,1.79,12748.0,United Kingdom,False,-179.0
814259,C562206,20725,LUNCH BAG RED RETROSPOT,-2,2011-08-03 12:55:00,1.65,15625.0,United Kingdom,False,-3.3
814594,C562221,82482,WOODEN PICTURE FRAME WHITE FINISH,-36,2011-08-03 14:22:00,2.1,16525.0,United Kingdom,False,-75.60000000000001
814595,C562221,47566,PARTY BUNTING,-8,2011-08-03 14:22:00,4.95,16525.0,United Kingdom,False,-39.6
814596,C562221,22791,T-LIGHT GLASS FLUTED ANTIQUE,-72,2011-08-03 14:22:00,1.06,16525.0,United Kingdom,False,-76.32000000000001
814597,C562221,22151,PLACE SETTING WHITE HEART,-432,2011-08-03 14:22:00,0.36,16525.0,United Kingdom,False,-155.51999999999998
814598,C562221,21916,SET 12 RETRO WHITE CHALK STICKS,-24,2011-08-03 14:22:00,0.42,16525.0,United Kingdom,False,-10.08
814599,C562221,21155,RED RETROSPOT PEG BAG,-6,2011-08-03 14:22:00,2.55,16525.0,United Kingdom,False,-15.299999999999999
814600,C562221,21154,RED RETROSPOT OVEN GLOVE ,-10,2011-08-03 14:22:00,1.25,16525.0,United Kingdom,False,-12.5
814601,C562221,20685,DOORMAT RED RETROSPOT,-10,2011-08-03 14:22:00,6.75,16525.0,United Kingdom,False,-67.5
814617,C562223,22655,VINTAGE RED KITCHEN CABINET,-2,2011-08-03 14:34:00,125.0,15804.0,United Kingdom,False,-250.0
814960,C562267,21888,BINGO SET,-1,2011-08-03 16:33:00,3.75,14056.0,United Kingdom,False,-3.75
814961,C562267,23193,BUFFALO BILL TREASURE BOOK BOX,-3,2011-08-03 16:33:00,2.25,14056.0,United Kingdom,False,-6.75
814962,C562267,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,-1,2011-08-03 16:33:00,0.65,14056.0,United Kingdom,False,-0.65
814963,C562267,23237,SET OF 4 KNICK KNACK TINS LEAF,-3,2011-08-03 16:33:00,4.15,14056.0,United Kingdom,False,-12.450000000000001
815154,C562280,84926F,PSYCHEDELIC TILE COASTER,-24,2011-08-04 10:31:00,0.29,16133.0,United Kingdom,False,-6.959999999999999
815155,C562280,23020,GLASS  SONGBIRD STORAGE JAR,-1,2011-08-04 10:31:00,12.5,16133.0,United Kingdom,False,-12.5
815156,C562281,84663A,GRASS HOPPER WOODEN WALL CLOCK ,-3,2011-08-04 10:36:00,0.79,12476.0,Germany,False,-2.37
815157,C562281,22423,REGENCY CAKESTAND 3 TIER,-1,2011-08-04 10:36:00,12.75,12476.0,Germany,False,-12.75
815158,C562281,22798,ANTIQUE GLASS DRESSING TABLE POT,-3,2011-08-04 10:36:00,2.95,12476.0,Germany,False,-8.850000000000001
815159,C562281,84976,RECTANGULAR SHAPED MIRROR,-2,2011-08-04 10:36:00,0.79,12476.0,Germany,False,-1.58
815160,C562281,23020,GLASS  SONGBIRD STORAGE JAR,-1,2011-08-04 10:36:00,12.5,12476.0,Germany,False,-12.5
815651,C562367,22203,MILK PAN RED RETROSPOT,-1,2011-08-04 14:03:00,3.75,17811.0,United Kingdom,False,-3.75
815809,C562375,23318,BOX OF 6 MINI VINTAGE CRACKERS,-96,2011-08-04 14:46:00,2.08,14911.0,EIRE,False,-199.68
815810,C562375,23315,IVORY REFECTORY CLOCK,-12,2011-08-04 14:46:00,8.15,14911.0,EIRE,False,-97.80000000000001
815811,C562375,23314,VINTAGE CHRISTMAS TABLECLOTH,-4,2011-08-04 14:46:00,12.5,14911.0,EIRE,False,-50.0
815812,C562375,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,-24,2011-08-04 14:46:00,0.55,14911.0,EIRE,False,-13.200000000000001
815813,C562375,23175,REGENCY MILK JUG PINK ,-48,2011-08-04 14:46:00,2.75,14911.0,EIRE,False,-132.0
815814,C562375,23174,REGENCY SUGAR BOWL GREEN,-48,2011-08-04 14:46:00,3.75,14911.0,EIRE,False,-180.0
815815,C562375,23173,REGENCY TEAPOT ROSES ,-24,2011-08-04 14:46:00,8.15,14911.0,EIRE,False,-195.60000000000002
815816,C562375,23172,REGENCY TEA PLATE PINK,-48,2011-08-04 14:46:00,1.45,14911.0,EIRE,False,-69.6
815817,C562375,23171,REGENCY TEA PLATE GREEN ,-48,2011-08-04 14:46:00,1.45,14911.0,EIRE,False,-69.6
815818,C562375,23170,REGENCY TEA PLATE ROSES ,-48,2011-08-04 14:46:00,1.45,14911.0,EIRE,False,-69.6
815819,C562375,23169,CLASSIC GLASS COOKIE JAR,-6,2011-08-04 14:46:00,4.15,14911.0,EIRE,False,-24.900000000000002
815820,C562375,23166,MEDIUM CERAMIC TOP STORAGE JAR,-12,2011-08-04 14:46:00,1.25,14911.0,EIRE,False,-15.0
815821,C562375,23163,REGENCY SUGAR TONGS,-48,2011-08-04 14:46:00,2.08,14911.0,EIRE,False,-99.84
815822,C562375,23157,SET OF 6 NATIVITY MAGNETS ,-240,2011-08-04 14:46:00,1.85,14911.0,EIRE,False,-444.0
815823,C562375,22980,PANTRY SCRUBBING BRUSH,-48,2011-08-04 14:46:00,1.45,14911.0,EIRE,False,-69.6
815824,C562375,22979,PANTRY WASHING UP BRUSH,-72,2011-08-04 14:46:00,1.25,14911.0,EIRE,False,-90.0
815825,C562375,22978,PANTRY ROLLING PIN,-24,2011-08-04 14:46:00,3.39,14911.0,EIRE,False,-81.36
815826,C562375,22952,60 CAKE CASES VINTAGE CHRISTMAS,-240,2011-08-04 14:46:00,0.42,14911.0,EIRE,False,-100.8
815827,C562375,22950,36 DOILIES VINTAGE CHRISTMAS,-288,2011-08-04 14:46:00,1.25,14911.0,EIRE,False,-360.0
815828,C562375,22945,CHRISTMAS METAL TAGS ASSORTED ,-144,2011-08-04 14:46:00,0.72,14911.0,EIRE,False,-103.67999999999999
815829,C562375,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,-200,2011-08-04 14:46:00,2.55,14911.0,EIRE,False,-509.99999999999994
815830,C562375,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,-192,2011-08-04 14:46:00,0.72,14911.0,EIRE,False,-138.24
815831,C562375,22907,PACK OF 20 NAPKINS PANTRY DESIGN,-12,2011-08-04 14:46:00,0.85,14911.0,EIRE,False,-10.2
815832,C562375,22699,ROSES REGENCY TEACUP AND SAUCER ,-48,2011-08-04 14:46:00,2.55,14911.0,EIRE,False,-122.39999999999999
815833,C562375,22698,PINK REGENCY TEACUP AND SAUCER,-48,2011-08-04 14:46:00,2.55,14911.0,EIRE,False,-122.39999999999999
815834,C562375,22697,GREEN REGENCY TEACUP AND SAUCER,-48,2011-08-04 14:46:00,2.55,14911.0,EIRE,False,-122.39999999999999
815835,C562375,22423,REGENCY CAKESTAND 3 TIER,-32,2011-08-04 14:46:00,10.95,14911.0,EIRE,False,-350.4
815836,C562375,22193,RED DINER WALL CLOCK,-12,2011-08-04 14:46:00,7.65,14911.0,EIRE,False,-91.80000000000001
815837,C562375,22192,BLUE DINER WALL CLOCK,-12,2011-08-04 14:46:00,7.65,14911.0,EIRE,False,-91.80000000000001
815838,C562375,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,-120,2011-08-04 14:46:00,2.55,14911.0,EIRE,False,-306.0
815839,C562375,21977,PACK OF 60 PINK PAISLEY CAKE CASES,-24,2011-08-04 14:46:00,0.55,14911.0,EIRE,False,-13.200000000000001
816534,C562423,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-2,2011-08-04 17:06:00,4.95,12584.0,Italy,False,-9.9
816535,C562423,22627,MINT KITCHEN SCALES,-2,2011-08-04 17:06:00,8.5,12584.0,Italy,False,-17.0
816536,C562423,22423,REGENCY CAKESTAND 3 TIER,-1,2011-08-04 17:06:00,12.75,12584.0,Italy,False,-12.75
816538,C562425,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-1,2011-08-04 17:08:00,4.95,12584.0,Italy,False,-4.95
816661,C562438,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,-1,2011-08-04 17:58:00,0.65,14621.0,United Kingdom,False,-0.65
816662,C562438,23023,RIDGED BONNE JAM JAR T-LIGHT HOLDER,-2,2011-08-04 17:58:00,1.65,14621.0,United Kingdom,False,-3.3
816663,C562438,22698,PINK REGENCY TEACUP AND SAUCER,-2,2011-08-04 17:58:00,2.95,14621.0,United Kingdom,False,-5.9
816664,C562438,22423,REGENCY CAKESTAND 3 TIER,-1,2011-08-04 17:58:00,12.75,14621.0,United Kingdom,False,-12.75
817134,C562514,M,Manual,-1,2011-08-05 12:20:00,11.95,13408.0,United Kingdom,False,-11.95
817135,C562515,M,Manual,-1,2011-08-05 12:22:00,43.63,13408.0,United Kingdom,False,-43.63
817300,C562522,22169,FAMILY ALBUM WHITE PICTURE FRAME,-1,2011-08-05 12:49:00,8.5,13813.0,Germany,False,-8.5
817301,C562522,22139,RETROSPOT TEA SET CERAMIC 11 PC ,-1,2011-08-05 12:49:00,4.95,13813.0,Germany,False,-4.95
818141,C562559,21231,SWEETHEART CERAMIC TRINKET BOX,-13,2011-08-05 17:08:00,1.25,16743.0,United Kingdom,False,-16.25
818142,C562559,21232,STRAWBERRY CERAMIC TRINKET BOX,-24,2011-08-05 17:08:00,1.25,16743.0,United Kingdom,False,-30.0
818290,C562561,22656,VINTAGE BLUE KITCHEN CABINET,-1,2011-08-05 17:13:00,125.0,16729.0,United Kingdom,False,-125.0
818560,C562577,23207,LUNCH BAG ALPHABET DESIGN,-1,2011-08-07 13:09:00,1.65,15518.0,United Kingdom,False,-1.65
818614,C562582,20751,FUNKY WASHING UP GLOVES ASSORTED,-1,2011-08-07 13:53:00,2.1,15640.0,United Kingdom,False,-2.1
818615,C562582,21843,RED RETROSPOT CAKE STAND,-1,2011-08-07 13:53:00,10.95,15640.0,United Kingdom,False,-10.95
818616,C562582,21452,TOADSTOOL MONEY BOX,-1,2011-08-07 13:53:00,2.95,15640.0,United Kingdom,False,-2.95
818617,C562582,21671,RED SPOT CERAMIC DRAWER KNOB,-8,2011-08-07 13:53:00,1.25,15640.0,United Kingdom,False,-10.0
818618,C562582,23008,DOLLY GIRL BABY GIFT SET,-1,2011-08-07 13:53:00,16.95,15640.0,United Kingdom,False,-16.95
818619,C562582,22634,CHILDS BREAKFAST SET SPACEBOY ,-1,2011-08-07 13:53:00,9.95,15640.0,United Kingdom,False,-9.95
818620,C562582,21452,TOADSTOOL MONEY BOX,-1,2011-08-07 13:53:00,2.95,15640.0,United Kingdom,True,-2.95
818621,C562582,15034,PAPER POCKET TRAVELING FAN ,-18,2011-08-07 13:53:00,0.14,15640.0,United Kingdom,False,-2.5200000000000005
818622,C562582,22241,GARLAND WOODEN HAPPY EASTER,-1,2011-08-07 13:53:00,1.25,15640.0,United Kingdom,False,-1.25
818838,C562594,85230G,ORANGE VOTIVE CANDLE,-48,2011-08-07 15:44:00,0.29,12748.0,United Kingdom,False,-13.919999999999998
818839,C562594,22464,HANGING METAL HEART LANTERN,-24,2011-08-07 15:44:00,1.65,12748.0,United Kingdom,False,-39.599999999999994
818867,C562597,M,Manual,-1,2011-08-08 09:48:00,6.76,15518.0,United Kingdom,False,-6.76
818901,C562601,M,Manual,-144,2011-08-08 10:09:00,0.11,12901.0,United Kingdom,False,-15.84
819197,C562613,23175,REGENCY MILK JUG PINK ,-3,2011-08-08 12:11:00,3.25,15228.0,United Kingdom,False,-9.75
819246,C562617,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-2,2011-08-08 12:31:00,4.95,,EIRE,False,-9.9
819247,C562618,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-2,2011-08-08 12:32:00,2.95,13186.0,United Kingdom,False,-5.9
819248,C562618,82600,NO SINGING METAL SIGN,-6,2011-08-08 12:32:00,2.1,13186.0,United Kingdom,False,-12.600000000000001
819249,C562618,22637,PIGGY BANK RETROSPOT ,-1,2011-08-08 12:32:00,2.55,13186.0,United Kingdom,False,-2.55
819279,C562620,22798,ANTIQUE GLASS DRESSING TABLE POT,-1,2011-08-08 12:34:00,2.95,13089.0,United Kingdom,False,-2.95
819280,C562620,22801,ANTIQUE GLASS PEDESTAL BOWL,-1,2011-08-08 12:34:00,3.75,13089.0,United Kingdom,False,-3.75
819302,C562622,M,Manual,-1,2011-08-08 12:37:00,48.0,15299.0,United Kingdom,False,-48.0
819303,C562623,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,-1,2011-08-08 12:38:00,1.25,16255.0,United Kingdom,False,-1.25
819304,C562623,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,-3,2011-08-08 12:38:00,1.25,16255.0,United Kingdom,False,-3.75
819305,C562647,M,Manual,-1,2011-08-08 12:56:00,3155.95,15502.0,United Kingdom,False,-3155.95
819306,C562648,M,Manual,-1,2011-08-08 12:56:00,3.25,14606.0,United Kingdom,False,-3.25
819307,C562648,21539,RED RETROSPOT BUTTER DISH,-1,2011-08-08 12:56:00,4.95,14606.0,United Kingdom,False,-4.95
819308,C562648,22998,TRAVEL CARD WALLET KEEP CALM,-1,2011-08-08 12:56:00,0.42,14606.0,United Kingdom,False,-0.42
819346,C562651,21991,BOHEMIAN COLLAGE STATIONERY SET,-12,2011-08-08 13:25:00,1.25,16951.0,United Kingdom,False,-15.0
819369,C562657,POST,POSTAGE,-1,2011-08-08 13:39:00,4.41,13588.0,United Kingdom,False,-4.41
819370,C562661,22744,MAKE YOUR OWN MONSOON CARD KIT,-6,2011-08-08 13:40:00,2.95,13588.0,United Kingdom,False,-17.700000000000003
819507,C562687,POST,POSTAGE,-1,2011-08-08 13:53:00,10.34,15157.0,United Kingdom,False,-10.34
819508,C562687,22233,JIGSAW RABBIT AND BIRDHOUSE,-1,2011-08-08 13:53:00,0.59,15157.0,United Kingdom,False,-0.59
819509,C562687,21359,RELAX LARGE WOOD LETTERS,-1,2011-08-08 13:53:00,3.95,15157.0,United Kingdom,False,-3.95
819510,C562687,21158,MOODY GIRL DOOR HANGER ,-24,2011-08-08 13:53:00,0.39,15157.0,United Kingdom,False,-9.36
819511,C562687,22287,DECORATION WOBBLY CHICKEN,-12,2011-08-08 13:53:00,0.39,15157.0,United Kingdom,False,-4.68
819512,C562687,22268,DECORATION SITTING BUNNY,-39,2011-08-08 13:53:00,0.19,15157.0,United Kingdom,False,-7.41
819736,C562709,22384,LUNCH BAG PINK POLKADOT,-1,2011-08-08 14:32:00,1.45,17511.0,United Kingdom,False,-1.45
819737,C562709,22659,LUNCH BOX I LOVE LONDON,-1,2011-08-08 14:32:00,1.65,17511.0,United Kingdom,False,-1.65
819738,C562709,21238,RED RETROSPOT CUP,-1,2011-08-08 14:32:00,0.72,17511.0,United Kingdom,False,-0.72
819739,C562709,22061,LARGE CAKE STAND  HANGING STRAWBERY,-1,2011-08-08 14:32:00,8.5,17511.0,United Kingdom,False,-8.5
819740,C562709,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,2011-08-08 14:32:00,1.06,17511.0,United Kingdom,False,-1.06
819741,C562709,82484,WOOD BLACK BOARD ANT WHITE FINISH,-1,2011-08-08 14:32:00,6.75,17511.0,United Kingdom,False,-6.75
819742,C562709,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2011-08-08 14:32:00,2.55,17511.0,United Kingdom,False,-2.55
819743,C562709,22197,POPCORN HOLDER,-3,2011-08-08 14:32:00,0.72,17511.0,United Kingdom,False,-2.16
819744,C562709,21042,RED RETROSPOT APRON ,-1,2011-08-08 14:32:00,4.65,17511.0,United Kingdom,False,-4.65
820357,C562726,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,-1,2011-08-09 09:05:00,2.95,16401.0,United Kingdom,False,-2.95
820358,C562726,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,-2,2011-08-09 09:05:00,2.55,16401.0,United Kingdom,False,-5.1
820386,C562728,22849,BREAD BIN DINER STYLE MINT,-1,2011-08-09 09:41:00,14.95,12406.0,Denmark,False,-14.95
820387,C562728,22848,BREAD BIN DINER STYLE PINK,-4,2011-08-09 09:41:00,14.95,12406.0,Denmark,False,-59.8
820388,C562728,22846,BREAD BIN DINER STYLE RED ,-4,2011-08-09 09:41:00,14.95,12406.0,Denmark,False,-59.8
820613,C562773,22424,ENAMEL BREAD BIN CREAM,-2,2011-08-09 12:18:00,12.75,17841.0,United Kingdom,False,-25.5
820614,C562773,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,-2,2011-08-09 12:18:00,9.95,17841.0,United Kingdom,False,-19.9
820615,C562773,85014B,RED RETROSPOT UMBRELLA,-1,2011-08-09 12:18:00,5.95,17841.0,United Kingdom,False,-5.95
820616,C562773,15056BL,EDWARDIAN PARASOL BLACK,-1,2011-08-09 12:18:00,5.95,17841.0,United Kingdom,False,-5.95
820617,C562773,21935,SUKI  SHOULDER BAG,-1,2011-08-09 12:18:00,1.65,17841.0,United Kingdom,False,-1.65
820618,C562773,22374,AIRLINE BAG VINTAGE JET SET RED,-1,2011-08-09 12:18:00,4.25,17841.0,United Kingdom,False,-4.25
820869,C562786,M,Manual,-1,2011-08-09 13:43:00,250.0,15581.0,United Kingdom,False,-250.0
821032,C562793,M,Manual,-1,2011-08-09 14:18:00,57.6,16422.0,United Kingdom,False,-57.6
821033,C562794,22456,NATURAL SLATE CHALKBOARD LARGE ,-1,2011-08-09 14:20:00,4.95,14112.0,United Kingdom,False,-4.95
821034,C562795,22192,BLUE DINER WALL CLOCK,-1,2011-08-09 14:23:00,8.5,13709.0,United Kingdom,False,-8.5
821035,C562795,23235,STORAGE TIN VINTAGE LEAF,-1,2011-08-09 14:23:00,2.89,13709.0,United Kingdom,False,-2.89
821036,C562795,22428,ENAMEL FIRE BUCKET CREAM,-2,2011-08-09 14:23:00,6.95,13709.0,United Kingdom,False,-13.9
821037,C562795,21877,HOME SWEET HOME MUG,-1,2011-08-09 14:23:00,1.25,13709.0,United Kingdom,False,-1.25
821038,C562796,D,Discount,-1,2011-08-09 14:27:00,64.0,13694.0,United Kingdom,False,-64.0
821039,C562797,22634,CHILDS BREAKFAST SET SPACEBOY ,-1,2011-08-09 14:29:00,8.5,16672.0,United Kingdom,False,-8.5
821040,C562798,22605,WOODEN CROQUET GARDEN SET,-1,2011-08-09 14:30:00,12.75,12929.0,United Kingdom,False,-12.75
821041,C562799,84949,SILVER HANGING T-LIGHT HOLDER,-2,2011-08-09 14:31:00,1.65,16609.0,United Kingdom,False,-3.3
821042,C562800,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,-2,2011-08-09 14:34:00,2.55,16401.0,United Kingdom,False,-5.1
821043,C562801,23012,GLASS APOTHECARY BOTTLE PERFUME,-1,2011-08-09 14:35:00,3.95,15194.0,United Kingdom,False,-3.95
821044,C562802,22990,COTTON APRON PANTRY DESIGN,-2,2011-08-09 14:41:00,4.95,15201.0,United Kingdom,False,-9.9
821045,C562802,22994,TRAVEL CARD WALLET RETROSPOT,-2,2011-08-09 14:41:00,0.42,15201.0,United Kingdom,False,-0.84
821046,C562803,21704,BAG 250g SWIRLY MARBLES,-2,2011-08-09 14:43:00,0.85,15628.0,United Kingdom,False,-1.7
821047,C562803,23187,FRENCH STYLE STORAGE JAR BONBONS,-10,2011-08-09 14:43:00,0.29,15628.0,United Kingdom,False,-2.9
821149,C562808,23187,FRENCH STYLE STORAGE JAR BONBONS,-5,2011-08-09 15:10:00,0.29,18282.0,United Kingdom,False,-1.45
821165,C562811,23109,PACK OF SIX LED TEA LIGHTS,-96,2011-08-09 15:30:00,2.49,13217.0,United Kingdom,False,-239.04000000000002
821166,C562811,23083,SET 6 PAPER TABLE LANTERN STARS ,-48,2011-08-09 15:30:00,3.29,13217.0,United Kingdom,False,-157.92000000000002
821472,C562845,21754,HOME BUILDING BLOCK WORD,-1,2011-08-10 09:21:00,5.95,14903.0,United Kingdom,False,-5.95
821580,C562848,22990,COTTON APRON PANTRY DESIGN,-4,2011-08-10 09:35:00,4.95,15201.0,United Kingdom,False,-19.8
821672,C562876,22360,GLASS JAR ENGLISH CONFECTIONERY,-1,2011-08-10 10:42:00,2.95,15110.0,United Kingdom,False,-2.95
821791,C562884,22900,SET 2 TEA TOWELS I LOVE LONDON ,-3,2011-08-10 11:25:00,3.25,14056.0,United Kingdom,False,-9.75
821800,C562887,23077,DOUGHNUT LIP GLOSS ,-20,2011-08-10 11:43:00,1.25,17994.0,United Kingdom,False,-25.0
821825,C562889,22727,ALARM CLOCK BAKELIKE RED ,-2,2011-08-10 12:07:00,3.75,18172.0,United Kingdom,False,-7.5
821950,C562909,75049L,LARGE CIRCULAR MIRROR MOBILE,-11,2011-08-10 13:00:00,1.25,17602.0,United Kingdom,False,-13.75
821951,C562910,23187,FRENCH STYLE STORAGE JAR BONBONS,-16,2011-08-10 13:03:00,0.29,15671.0,United Kingdom,False,-4.64
821952,C562911,22978,PANTRY ROLLING PIN,-5,2011-08-10 13:06:00,3.75,13384.0,United Kingdom,False,-18.75
821994,C562915,23064,CINDERELLA CHANDELIER ,-1,2011-08-10 13:35:00,49.95,13388.0,United Kingdom,False,-49.95
822024,C562921,22699,ROSES REGENCY TEACUP AND SAUCER ,-2,2011-08-10 14:17:00,2.95,13767.0,United Kingdom,False,-5.9
822025,C562921,22423,REGENCY CAKESTAND 3 TIER,-2,2011-08-10 14:17:00,12.75,13767.0,United Kingdom,False,-25.5
822026,C562921,22726,ALARM CLOCK BAKELIKE GREEN,-1,2011-08-10 14:17:00,3.75,13767.0,United Kingdom,False,-3.75
822027,C562921,22727,ALARM CLOCK BAKELIKE RED ,-1,2011-08-10 14:17:00,3.75,13767.0,United Kingdom,False,-3.75
822832,C562938,M,Manual,-1,2011-08-10 17:14:00,1121.18,14156.0,EIRE,False,-1121.18
822878,C562943,23316,RED REFECTORY CLOCK ,-1,2011-08-11 09:16:00,9.95,12693.0,Germany,False,-9.95
822984,C562952,22456,NATURAL SLATE CHALKBOARD LARGE ,-1,2011-08-11 10:10:00,4.95,12749.0,United Kingdom,False,-4.95
822985,C562952,23236,STORAGE TIN VINTAGE DOILY ,-1,2011-08-11 10:10:00,2.89,12749.0,United Kingdom,False,-2.89
822986,C562952,23235,STORAGE TIN VINTAGE LEAF,-2,2011-08-11 10:10:00,2.89,12749.0,United Kingdom,False,-5.78
822987,C562952,23239,SET OF 4 KNICK KNACK TINS POPPIES,-3,2011-08-11 10:10:00,4.15,12749.0,United Kingdom,False,-12.450000000000001
822988,C562952,82486,WOOD S/3 CABINET ANT WHITE FINISH,-1,2011-08-11 10:10:00,8.95,12749.0,United Kingdom,False,-8.95
822989,C562952,23244,ROUND STORAGE TIN VINTAGE LEAF,-2,2011-08-11 10:10:00,1.95,12749.0,United Kingdom,False,-3.9
822990,C562952,23245,SET OF 3 REGENCY CAKE TINS,-1,2011-08-11 10:10:00,4.95,12749.0,United Kingdom,False,-4.95
822991,C562952,23110,PARISIENNE KEY CABINET ,-1,2011-08-11 10:10:00,5.75,12749.0,United Kingdom,False,-5.75
822992,C562952,23167,SMALL CERAMIC TOP STORAGE JAR ,-2,2011-08-11 10:10:00,0.83,12749.0,United Kingdom,False,-1.66
822993,C562952,23166,MEDIUM CERAMIC TOP STORAGE JAR,-1,2011-08-11 10:10:00,1.25,12749.0,United Kingdom,False,-1.25
822994,C562952,23165,LARGE CERAMIC TOP STORAGE JAR,-2,2011-08-11 10:10:00,1.65,12749.0,United Kingdom,False,-3.3
