StockCode,description,quantity,revenue,invoices,active_weeks,countries,median_price,first_sale,last_sale,quantity_per_invoice
84857B,BLUE MONTE CARLO HANDBAG,24,46.8,1,1,1,1.95,2011-07-21 16:10:00,2011-07-21 16:10:00,24.0
79172D,PURPLE TINT ACRYLIC FLOWER VASE,24,20.4,4,4,1,0.85,2010-03-08 13:38:00,2010-10-31 13:35:00,6.0
84593,CROCHET ROSE DES CLOTHES HANGER,24,70.8,6,6,1,2.95,2010-04-07 11:20:00,2011-03-07 17:30:00,4.0
20816,GOLD FLOWER CUSHION COVER,24,123.6,7,6,2,6.75,2010-02-04 15:49:00,2011-04-28 19:53:00,3.4285714285714284
85230C,ROSE SCENTED VOTIVE CANDLE,24,6.959999999999999,1,1,1,0.29,2009-12-10 13:12:00,2009-12-10 13:12:00,24.0
85230D,VANILLA SCENTED VOTIVE CANDLE,24,6.959999999999999,1,1,1,0.29,2009-12-10 13:03:00,2009-12-10 13:03:00,24.0
gift_0001_30,Dotcomgiftshop Gift Voucher Â£30.00,24,610.09,24,21,1,25.53,2009-12-23 15:30:00,2011-09-02 09:26:00,1.0
84963A,PINK PAINTED KASHMIRI CHAIR,23,763.35,9,8,2,49.95,2010-02-02 16:07:00,2010-12-05 11:57:00,2.5555555555555554
90065A,WHITE VINTAGE CRYSTAL BRACELET,23,158.35,13,9,1,6.75,2009-12-07 17:56:00,2011-06-26 13:45:00,1.7692307692307692
90214O,"LETTER ""O"" BLING KEY RING",23,27.11,16,15,1,1.25,2009-12-09 15:03:00,2011-10-18 17:00:00,1.4375
84966C,GREEN KASHMIRI BOXED MIRROR,23,276.0,2,2,1,12.0,2010-09-03 17:23:00,2010-11-02 17:29:00,11.5
81985A,"ICON ALARM CLOCK,FUSCHIA  PIN UP",23,58.64999999999999,7,7,1,2.55,2009-12-07 13:59:00,2010-08-22 11:45:00,3.2857142857142856
85023C,PINK LARGE JEWELED PHOTOFRAME,23,58.65,11,8,1,2.55,2010-01-18 14:23:00,2010-06-06 13:22:00,2.090909090909091
84926B,SCOTTS ROSES TILE COASTER,23,28.75,7,6,1,1.25,2010-02-17 16:55:00,2010-04-18 13:12:00,3.2857142857142856
84925C,FAIRY CAKES  WALL THERMOMETER,23,58.65,7,7,1,2.55,2009-12-14 15:18:00,2010-05-11 12:10:00,3.2857142857142856
90138,WHITE/PINK MINI CRYSTALS NECKLACE,23,120.24000000000001,16,16,1,5.455,2009-12-10 16:21:00,2011-11-03 15:56:00,1.4375
90035A,"PEARL & SHELL 42""NECKL. GREEN",23,246.7,15,12,1,10.75,2009-12-07 13:35:00,2011-04-13 16:58:00,1.5333333333333334
44092C,PURPLE/COPPER HANGING LAMPSHADE,23,19.55,10,9,1,0.85,2009-12-18 12:04:00,2011-10-20 12:34:00,2.3
84709A,SILVER OVAL JEWELLED MIRROR,23,136.85,13,12,1,5.95,2010-05-28 12:21:00,2010-10-26 16:47:00,1.7692307692307692
84746,PINK EASTER HENS+FLOWER,23,72.06,16,11,1,3.105,2009-12-07 13:35:00,2011-07-20 16:12:00,1.4375
84086B,YELLOW/BLUE RETRO RADIO,23,67.85000000000001,11,10,1,2.95,2010-05-16 16:05:00,2011-11-20 12:34:00,2.090909090909091
20988,TRELLIS FLOWER CHOPSTICKS SET/5,23,44.85,8,6,1,1.95,2009-12-09 13:00:00,2010-02-28 16:00:00,2.875
22929,SCHOOL DESK AND CHAIR,23,1459.75,17,12,8,65.0,2010-11-24 10:35:00,2011-10-26 13:46:00,1.3529411764705883
84424A,FOUR PICTURE WHITE GLASS FRAME,23,86.25,10,8,1,3.75,2010-06-09 11:28:00,2010-10-24 15:51:00,2.3
90199D,5 STRAND GLASS NECKLACE AMBER,22,139.28,16,15,1,6.35,2009-12-17 16:58:00,2011-11-29 16:33:00,1.375
90199A,5 STRAND GLASS NECKLACE BLACK,22,139.5,16,14,1,6.35,2009-12-16 11:39:00,2011-11-03 11:29:00,1.375
84855,BLOKEY SILVER TOOL SET,22,112.60000000000001,7,6,1,4.95,2009-12-22 15:09:00,2010-07-11 10:49:00,3.142857142857143
90181B,AMETHYST GLASS/SHELL/PEARL NECKLACE,22,203.42000000000002,21,19,1,9.15,2009-12-22 14:31:00,2011-11-17 15:17:00,1.0476190476190477
90130C,GREEN STONE/CRYSTAL EARRINGS,22,64.74,21,19,1,2.96,2009-12-18 17:06:00,2011-11-22 15:41:00,1.0476190476190477
90039C,FIRE POLISHED GLASS BRACELET BLACK,22,82.92,11,10,1,3.75,2009-12-10 09:49:00,2011-11-21 15:18:00,2.0
84613A,PINK NEW BAROQUE FLOCK CANDLESTICK,22,102.30000000000001,10,10,3,4.65,2010-02-23 09:54:00,2011-02-02 17:06:00,2.2
90065B,BLACK VINT ART DEC CRYSTAL BRACELET,22,154.87,16,12,1,6.75,2009-12-13 10:48:00,2011-11-09 15:07:00,1.375
90124C,GREEN MURANO TWIST NECKLACE,22,220.20999999999998,16,16,1,9.95,2009-12-16 17:58:00,2011-11-03 15:56:00,1.375
90202B,WHITE ENAMEL FLOWER HAIR TIE,22,64.56,14,13,2,2.925,2009-12-14 17:16:00,2011-11-21 15:18:00,1.5714285714285714
85168A,WHITE BAROQUE CARRIAGE CLOCK,21,208.95,14,12,1,9.95,2009-12-13 15:16:00,2010-06-14 15:11:00,1.5
90064B,BLACK VINTAGE  CRYSTAL EARRINGS,21,78.75,12,12,1,3.75,2009-12-17 19:33:00,2011-10-12 11:41:00,1.75
90079,VINTAGE ENAMEL & CRYSTAL NECKLACE,21,104.77000000000001,13,13,1,4.95,2009-12-17 19:33:00,2011-10-09 15:24:00,1.6153846153846154
84622,PINK GINGHAM ROSE CUSHION COVER,21,140.7,8,4,2,5.95,2009-12-14 08:40:00,2010-02-01 12:10:00,2.625
90024B,NEW BAROQUE B'FLY NECKLACE RED,21,178.24,19,17,3,8.49,2009-12-07 18:02:00,2011-11-28 15:31:00,1.105263157894737
90039B,FIRE POLISHED GLASS BRACELET MONTAN,21,78.99,11,10,2,3.75,2010-01-12 09:48:00,2011-07-27 15:16:00,1.9090909090909092
90029,NEW BAROQUE SMALL NECKLACE BLACK,21,178.14,11,10,1,8.5,2009-12-11 12:21:00,2011-08-30 10:47:00,1.9090909090909092
90126C,AMBER BERTIE MOBILE PHONE CHARM,21,42.1,5,5,2,3.29,2009-12-18 17:06:00,2011-07-15 16:27:00,4.2
84564,6 SEGMENT COLOURED SNACK BOWL,21,175.48000000000002,11,8,2,7.95,2009-12-08 13:38:00,2010-06-09 14:04:00,1.9090909090909092
90063A,WHITE VINT ART DECO CRYSTAL NECKLAC,21,178.48,13,13,2,8.5,2010-06-17 11:57:00,2011-11-03 11:29:00,1.6153846153846154
21266,VINTAGE SILVER TINSEL REEL,21,90.3,7,2,1,4.3,2009-12-08 15:49:00,2009-12-16 11:57:00,3.0
35265,COLOURFUL FLOWER FRUIT BOWL,21,80.0,16,13,1,1.95,2010-05-25 16:48:00,2011-10-02 15:49:00,1.3125
84546,CROCHET POODLE KEYRING,21,34.64999999999999,3,3,3,1.65,2010-03-01 12:21:00,2010-07-14 13:01:00,7.0
35644,PAIR PINK/BLACK COATHANGERS,21,40.95,7,6,1,1.95,2010-02-03 13:52:00,2010-11-21 12:21:00,3.0
20860,GOLD COSMETICS BAG WITH BUTTERFLY,20,42.0,11,9,1,2.1,2010-04-08 11:49:00,2010-12-13 16:46:00,1.8181818181818181
23441,HAND PAINTED HANGING EASTER EGG,20,8.4,2,1,1,0.42,2011-11-23 10:39:00,2011-11-25 14:53:00,10.0
84656,WHITE ROSE C/COVER,20,119.0,11,8,1,5.95,2010-01-25 11:53:00,2010-05-20 16:05:00,1.8181818181818181
21343,GOLD JEWELERY BOX,20,92.00000000000001,3,3,1,3.95,2009-12-09 14:01:00,2010-02-11 15:02:00,6.666666666666667
84690,S/2 BEACH HUT STOOLS,20,159.0,12,11,2,7.95,2009-12-09 14:02:00,2010-08-15 15:26:00,1.6666666666666667
90002B,FLOWER BURST SILVER RING ROSE,20,75.24,10,8,2,3.75,2009-12-07 12:32:00,2010-10-25 16:57:00,2.0
90064A,WHITE VINTAGE CRYSTAL EARRINGS,20,79.14,12,12,1,4.15,2010-01-13 17:44:00,2011-11-17 15:17:00,1.6666666666666667
84965A,PINK KASHMIRI COFFEE TABLE,20,1050.0,3,3,1,30.0,2010-02-22 14:54:00,2010-11-02 17:29:00,6.666666666666667
90049,IVORY GOLD METAL BAG CHARM,20,114.24,6,5,1,7.455,2010-05-23 12:46:00,2011-11-23 13:39:00,3.3333333333333335
84993b,75 BLACK PETIT FOUR CASES,20,16.99,13,6,1,0.85,2010-01-25 15:40:00,2010-04-26 13:30:00,1.5384615384615385
84612B,SET/4 BLACK  BAROQUE FLOCK COASTER,20,51.0,4,4,1,2.55,2010-01-08 15:19:00,2010-10-26 13:07:00,5.0
35909A,RABBIT EASTER DECORATION,20,59.00000000000001,5,5,1,2.95,2010-02-23 12:55:00,2011-04-26 13:05:00,4.0
90038B,GLASS AND PAINTED BEADS BRACELET OL,20,75.46,12,9,1,3.7800000000000002,2009-12-14 17:16:00,2011-11-16 15:23:00,1.6666666666666667
90060F,FIRE POLISHED GLASS NECKL GREEN,20,118.54,17,15,1,5.94,2009-12-16 17:58:00,2011-11-25 16:14:00,1.1764705882352942
90033,IVORY SHELL HEART EARRINGS,20,50.699999999999996,17,15,1,2.54,2009-12-15 18:33:00,2011-11-29 16:47:00,1.1764705882352942
90027D,GLASS BEAD HOOP EARRINGS AMETHYST,20,62.08,13,10,1,2.95,2009-12-09 12:57:00,2011-11-30 15:13:00,1.5384615384615385
90179C,BLACK FINE BEAD NECKLACE W TASSEL,19,112.78,16,13,1,5.95,2010-06-15 16:17:00,2011-12-01 08:51:00,1.1875
90126A,PINK BERTIE MOBILE PHONE CHARM,19,35.45,4,4,2,1.69,2010-04-26 14:14:00,2010-12-13 09:35:00,4.75
23468,TUSCAN VILLA BIRD TABLE,19,156.75,11,8,2,8.25,2011-10-06 17:28:00,2011-11-23 15:53:00,1.7272727272727273
90102,WHITE FRANGIPANI HAIR CLIP,19,16.11,4,4,1,0.85,2010-01-25 09:54:00,2011-06-07 12:47:00,4.75
90063B,BLACK VINT ART DEC CRYSTAL NECKLACE,19,161.49,13,10,1,8.5,2009-12-14 18:37:00,2011-11-03 11:29:00,1.4615384615384615
90038C,GLASS AND BEADS BRACELET IVORY,19,71.46000000000001,9,9,1,3.75,2009-12-18 17:15:00,2011-09-02 16:39:00,2.111111111111111
84030C,KNITTED RAINBOW HOT WATER BOTTLE,19,71.25,4,3,1,3.75,2009-12-07 11:39:00,2010-03-05 11:50:00,4.75
23440,PAINT YOUR OWN EGGS IN CRATE,19,39.52,3,2,1,2.08,2011-11-24 15:01:00,2011-11-30 09:50:00,6.333333333333333
17011B,ORIGAMI JASMINE INCENSE+FLOWER,19,11.100000000000001,2,2,2,1.2,2010-05-30 11:02:00,2010-08-20 09:23:00,9.5
84795b,SUNSET CHECK HAMMOCK,19,317.71999999999997,17,14,1,16.63,2010-06-08 15:24:00,2011-11-30 14:11:00,1.1176470588235294
84705D,CHERRY BLOSSOM PHOTO FRAME,19,83.95,13,10,1,4.21,2010-03-31 12:52:00,2010-07-12 10:54:00,1.4615384615384615
90214Z,"LETTER ""Z"" BLING KEY RING",19,18.009999999999998,17,15,1,0.85,2009-12-10 11:42:00,2011-10-05 15:56:00,1.1176470588235294
85023A,CRYSTAL LARGE JEWELLED PHOTO FRAME,19,48.449999999999996,9,6,1,2.55,2010-01-05 16:50:00,2010-04-19 17:11:00,2.111111111111111
84415B,BLUE FLOCK CUSHION COVER,18,57.5,6,6,2,3.75,2010-02-11 16:46:00,2011-06-08 08:31:00,3.0
90177A,CLASSIC DIAMANTE EARRINGS JET,18,52.79,13,13,2,2.9,2009-12-10 18:43:00,2011-11-22 15:43:00,1.3846153846153846
35652,VINTAGE BEAD CHAISE LONG JEWEL BOX,18,21.5,2,2,1,3.625,2009-12-16 12:29:00,2010-03-08 13:41:00,9.0
44091A,BLUE CRUSOE CHECK LAMPSHADE,18,7.56,6,6,1,0.42,2010-03-26 14:16:00,2011-07-20 11:38:00,3.0
90139,FLOWER BROOCH 4 ASSORTED COLOURS,18,92.74000000000001,14,5,1,5.2,2009-12-07 17:56:00,2010-03-21 14:04:00,1.2857142857142858
84558a,3D DOG PICTURE PLAYING CARDS,18,107.3,16,10,1,5.91,2009-12-22 14:48:00,2011-03-22 16:55:00,1.125
84797b,BLUE SAVANNAH PICNIC HAMPER FOR 4,18,198.84,16,5,1,11.02,2009-12-22 15:04:00,2010-05-26 12:54:00,1.125
90188,DROP EARRINGS W FLOWER & LEAF,18,45.879999999999995,16,13,1,2.54,2009-12-14 17:57:00,2011-11-18 13:25:00,1.125
84596f,SMALL MARSHMALLOWS PINK BOWL,18,44.43,13,11,1,2.46,2010-09-13 10:33:00,2011-10-31 13:48:00,1.3846153846153846
37491A,YELLOW/PINK CERAMIC CANDLE HOLDER,18,48.3,13,12,1,3.29,2009-12-15 18:33:00,2011-10-31 14:41:00,1.3846153846153846
90141A,GREEN PENDANT TRIPLE SHELL NECKLACE,18,95.05000000000001,16,15,2,5.4,2009-12-16 11:39:00,2011-11-30 15:13:00,1.125
90128B,BLUE LEAVES AND BEADS PHONE CHARM,18,23.759999999999998,6,6,2,1.25,2010-01-24 12:15:00,2010-12-09 14:09:00,3.0
84963B,BLUE PAINTED KASHMIRI CHAIR,18,591.5,6,5,1,49.95,2010-05-19 13:32:00,2011-08-04 13:03:00,3.0
90036B,"FLOWER GLASS GARLAND NECKL.36""GREEN",18,143.1,10,9,1,7.95,2010-01-18 16:47:00,2011-08-01 17:37:00,1.8
90011B,BLACK CRYSTAL DROP EARRINGS,18,53.160000000000004,13,11,1,2.96,2009-12-16 11:57:00,2011-11-30 15:13:00,1.3846153846153846
23614,SET 10 CARDS 12 DAYS WRAP  17058,18,59.940000000000005,9,7,1,3.33,2011-09-07 12:02:00,2011-11-25 16:14:00,2.0
18097A,PINK TALL PORCELAIN T-LIGHT HOLDER,17,43.349999999999994,12,10,1,2.55,2010-03-05 13:24:00,2011-06-22 16:16:00,1.4166666666666667
21764,VINTAGE WOODEN PLATE RACK,17,659.1500000000001,11,8,4,39.95,2009-12-08 15:12:00,2010-03-12 10:09:00,1.5454545454545454
84614A,PINK BAROQUE FLOCK CANDLE HOLDER,17,124.83,10,10,2,5.95,2010-02-18 10:26:00,2010-12-03 15:45:00,1.7
90125E,AMBER BERTIE GLASS BEAD BAG CHARM,17,42.089999999999996,16,11,1,1.88,2009-12-14 11:31:00,2011-05-26 14:09:00,1.0625
72724,SET/6 CHRISTMAS ICICLE T-LIGHTS,17,21.25,4,1,1,1.25,2009-12-07 12:42:00,2009-12-10 18:27:00,4.25
22828,REGENCY MIRROR WITH SHUTTERS,17,2565.0,11,10,2,145.0,2010-10-21 15:38:00,2011-11-16 09:32:00,1.5454545454545454
79413,GLASS WINE GLASS DECORATIONS,17,21.25,7,4,1,1.25,2009-12-13 11:32:00,2010-05-04 13:49:00,2.4285714285714284
90056,CHUNKY CRACKED GLAZE NECKLACE IVORY,17,186.3,12,12,1,11.05,2009-12-08 15:49:00,2011-09-22 16:28:00,1.4166666666666667
35591T,TURQUOISE CHRISTMAS TREE,17,21.25,9,7,1,1.25,2010-09-05 14:01:00,2011-11-20 12:36:00,1.8888888888888888
17091F,SANDALWOOD INCENSE IN TIN,17,25.21,7,3,1,1.25,2009-12-08 13:41:00,2010-01-10 12:25:00,2.4285714285714284
85099c,JUMBO  BAG BAROQUE BLACK WHITE,17,85.17,10,3,1,5.06,2010-06-24 11:31:00,2010-07-26 11:01:00,1.7
90182C,BLACK 3 BEAD DROP EARRINGS,17,49.940000000000005,11,11,2,2.95,2009-12-13 10:54:00,2011-12-02 16:39:00,1.5454545454545454
84797a,PINK HAWAIIAN PICNIC HAMPER FOR 4,17,187.57999999999998,16,7,1,11.02,2009-12-22 15:06:00,2010-06-04 14:58:00,1.0625
PADS,PADS TO MATCH ALL CUSHIONS,17,0.017,17,14,2,0.001,2010-01-19 17:04:00,2011-09-25 14:58:00,1.0
35001B,HAND OPEN SHAPE BLACK,17,59.330000000000005,6,6,1,3.49,2009-12-17 13:35:00,2010-03-16 11:14:00,2.8333333333333335
20964,POLYESTER FILLER PAD 60x40cm,17,43.349999999999994,5,4,2,2.55,2010-02-05 09:14:00,2011-05-06 11:36:00,3.4
90128C,GREEN LEAVES AND BEADS PHONE CHARM,17,25.04,6,6,2,1.855,2009-12-18 17:06:00,2011-09-28 16:24:00,2.8333333333333335
84964B,BLUE PAINTED KASHMIRI TABLE,17,990.0,2,2,1,45.0,2010-02-22 14:54:00,2010-11-02 17:29:00,8.5
84706B,FAIRY CAKES TABLE CLOCK,17,161.88,8,6,2,8.95,2009-12-16 13:40:00,2010-02-11 13:41:00,2.125
82069,BEECH WOOD P/FRAME,17,109.85,11,10,1,5.91,2009-12-16 16:04:00,2010-10-18 09:28:00,1.5454545454545454
90187B,GREEN DROP EARRINGS W BEAD CLUSTER,17,57.18,12,12,1,3.37,2009-12-07 18:02:00,2011-11-15 16:57:00,1.4166666666666667
90178B,PURPLE CHUNKY GLASS+BEAD NECKLACE,16,191.40999999999997,11,11,1,11.95,2009-12-14 17:16:00,2010-12-17 17:23:00,1.4545454545454546
90151,SILVER/NATURAL SHELL NECKLACE,16,136.17000000000002,9,9,1,8.5,2009-12-08 15:49:00,2011-11-27 15:18:00,1.7777777777777777
85079,EMBROIDERED REINDEER DECORATION,16,17.41,6,3,1,0.85,2009-12-07 15:42:00,2009-12-23 11:51:00,2.6666666666666665
84798C,WHITE FOXGLOVE ARTIIFCIAL FLOWER,16,40.8,3,3,1,2.55,2010-01-05 14:12:00,2010-02-04 16:16:00,5.333333333333333
90180B,PURPLE AMETHYST NECKLACE W TASSEL,16,159.48,12,11,1,9.95,2009-12-13 10:54:00,2011-12-04 12:29:00,1.3333333333333333
90196A,PURPLE GEMSTONE NECKLACE 45CM,16,204.0,10,9,1,12.75,2009-12-16 11:39:00,2011-11-29 10:57:00,1.6
84867A,PINK BABY GIRLS PHOTO ALBUM,16,105.82000000000001,4,3,3,6.95,2010-01-07 19:34:00,2010-03-09 10:18:00,4.0
90016C,SILVER/BLACK PENDANT ORBIT NECKLACE,16,135.75,13,10,1,8.49,2010-01-11 09:30:00,2011-06-14 17:25:00,1.2307692307692308
DCGS0076,SUNJAR LED NIGHT NIGHT LIGHT,16,259.48,13,11,1,16.13,2009-12-07 17:56:00,2010-12-20 15:03:00,1.2307692307692308
90012B,BLACK DROP CRYSTAL NECKLACE,16,75.95,5,5,1,9.95,2010-01-29 17:55:00,2011-11-13 11:46:00,3.2
20895,VINTAGE NOTEBOOK FRENCH LETTER,16,47.20000000000001,4,4,1,2.95,2009-12-08 12:33:00,2010-02-02 12:17:00,4.0
84425A,WHITE GLASS TV TRIPLE FRAME,15,63.85,8,7,1,4.25,2009-12-10 14:19:00,2010-05-13 15:41:00,1.875
22351,DOTCOMGIFTSHOP TEA TOWEL,15,29.809999999999995,3,3,1,3.29,2010-08-26 12:35:00,2011-06-29 15:58:00,5.0
90196B,BLACK GEMSTONE NECKLACE 45CM,15,190.98,12,12,1,12.75,2009-12-13 10:54:00,2011-11-09 15:07:00,1.25
35443,RASTA IN BATH W SPLIFF ASHTRAY,15,12.75,9,9,2,0.85,2010-02-19 17:02:00,2011-11-24 15:01:00,1.6666666666666667
84632,DECORATIVE HANGING SHELVING UNIT,15,859.25,11,10,3,59.95,2010-03-11 12:17:00,2011-07-21 18:08:00,1.3636363636363635
90212C,PURPLE LAS VEGAS BRACELET ROUND,15,56.25,7,7,2,3.75,2009-12-13 10:54:00,2011-09-06 16:02:00,2.142857142857143
90024D,NEW BAROQUE B'FLY NECKLACE PINK,15,127.5,13,12,2,8.5,2009-12-09 09:51:00,2011-09-29 15:13:00,1.1538461538461537
90024E,NEW BAROQUE B'FLY NECKLACE MONTANA,15,127.3,10,9,1,8.5,2009-12-11 12:21:00,2011-03-29 15:20:00,1.5
90206A,GOLD DIAMANTE STAR BROOCH,15,74.62,11,10,1,4.95,2009-12-17 13:07:00,2011-11-27 15:18:00,1.3636363636363635
84599,CANDY STRIPE ROSE FLOOR CUSHION,15,160.15,6,4,1,12.04,2010-01-14 11:59:00,2010-04-23 16:16:00,2.5
35909B,PINK FLOWERS RABBIT EASTER,15,44.25000000000001,5,5,1,2.95,2010-01-19 11:20:00,2011-06-14 13:15:00,3.0
23603,SET 10 CARD KRAFT REINDEER 17084,15,37.35,10,6,1,2.49,2011-10-14 17:17:00,2011-12-02 16:39:00,1.5
85018B,S/6 PAPER BOXES BLOSSOM IMAGES,15,63.75,10,9,1,4.25,2009-12-16 12:06:00,2010-11-03 13:47:00,1.5
78034B,BLUE NETTING STORAGE HANGER,15,29.25,9,9,1,1.95,2010-06-16 15:27:00,2011-10-02 11:10:00,1.6666666666666667
23632,SET 10 CARDS CHEERFUL ROBIN 17065,15,31.200000000000003,10,6,1,2.08,2011-09-23 17:04:00,2011-11-30 15:13:00,1.5
90054,CRACKED GLAZE EARRINGS RED,15,38.06,15,13,1,2.54,2009-12-14 17:16:00,2011-11-22 15:41:00,1.0
90051,CRACKED GLAZE NECKLACE RED,15,105.72,11,10,1,6.95,2010-06-28 10:02:00,2011-10-09 15:24:00,1.3636363636363635
84968e,SET OF 16 VINTAGE BLACK CUTLERY,15,379.16999999999996,12,11,1,25.49,2010-06-08 15:25:00,2011-08-17 12:34:00,1.25
21760,FRENCH STYLE WALL DRESSER,15,1740.0,12,10,2,125.0,2010-03-01 12:34:00,2010-09-09 13:20:00,1.25
71496B,A4 WALL TIDY RED FLOWERS,15,8.67,6,5,1,0.5900000000000001,2010-04-20 14:33:00,2011-11-02 14:31:00,2.5
79140,ASS WINDPROOF MARIJUANA LIGHTERS,15,6.3,2,2,1,0.42,2010-02-01 15:23:00,2010-06-01 16:06:00,7.5
84340,LARGE FIBRE OPTIC CHRISTMAS TREE,15,50.46,8,3,1,7.78,2009-12-07 18:02:00,2009-12-22 14:31:00,1.875
84550,CROCHET LILAC/RED BEAR KEYRING,15,24.749999999999996,5,5,1,1.65,2009-12-11 15:37:00,2011-11-25 14:02:00,3.0
44092B,BLUE WHITE PLASTIC RINGS LAMPSHADE,15,12.75,6,6,1,0.85,2010-07-18 13:22:00,2011-09-05 15:19:00,2.5
84732D,CUTE RABBIT CEATURE SCREEN,15,10.89,6,5,2,1.65,2009-12-17 10:20:00,2011-08-18 20:05:00,2.5
85018A,S/6 PAPER BOXES ROMANTIC IMAGES,15,63.75,10,10,1,4.25,2009-12-16 12:06:00,2010-08-13 14:20:00,1.5
37491B,BLUE/YELLOW CERAMIC CANDLE HOLDER,14,30.08,8,7,1,1.65,2010-01-11 09:38:00,2011-07-18 13:33:00,1.75
85184B,SET 4 EASTER DECOUPAGE OVAL BOXES,14,41.300000000000004,7,6,1,2.95,2009-12-09 13:26:00,2010-03-22 17:32:00,2.0
85186B,BUNNY BUNCH OF FLOWERS,14,5.88,2,1,1,0.42,2010-03-17 16:33:00,2010-03-21 15:23:00,7.0
90037D,TINY CRYSTALS BRACELET BLACK,14,35.87,8,7,1,2.57,2009-12-07 17:56:00,2010-06-23 14:34:00,1.75
81953B,ROUND BLUE CLOCK WITH SUCKER,14,4.64,6,5,1,0.19,2010-05-09 11:29:00,2011-07-18 11:47:00,2.3333333333333335
90027C,GLASS BEAD HOOP EARRINGS GREEN,14,41.17,12,12,1,2.95,2009-12-14 17:16:00,2011-11-25 16:14:00,1.1666666666666667
90001D,ANTIQUE OLIVE GREEN FLOWER EARRINGS,14,59.46,10,10,3,4.25,2009-12-13 10:54:00,2011-10-09 15:24:00,1.4
90011A,MIDNIGHT BLUE CRYSTAL DROP EARRINGS,14,41.25,14,14,1,2.96,2009-12-14 18:37:00,2011-11-24 14:40:00,1.0
84653,GREEN ROSE QUILT,14,750.48,12,7,1,45.95,2010-01-11 09:35:00,2010-03-24 12:04:00,1.1666666666666667
85225,BLING KEY RING STAND,14,17.5,9,9,1,1.25,2009-12-13 11:49:00,2011-04-28 16:11:00,1.5555555555555556
84510e,SET OF 4 GREEN CAROUSEL COASTERS,14,35.089999999999996,6,6,1,2.51,2010-04-09 14:53:00,2011-04-15 10:41:00,2.3333333333333335
84427B,BLACK GLASS TV DOUBLE P/FRAME 15X10,14,59.5,4,4,1,4.25,2009-12-10 14:19:00,2010-03-07 15:47:00,3.5
90181A,AMBER GLASS/SHELL/PEARL NECKLACE,14,128.64,14,12,2,9.15,2010-01-26 17:51:00,2011-11-30 15:13:00,1.0
23447,PINK BUNNY EASTER EGG BASKET,14,23.099999999999998,3,2,1,1.65,2011-10-10 13:55:00,2011-10-23 16:13:00,4.666666666666667
90127A,PINK BEADS+HAND PHONE CHARM,14,19.92,2,2,1,1.855,2010-11-21 14:10:00,2011-07-15 16:27:00,7.0
gift_0001_10,Dotcomgiftshop Gift Voucher Â£10.00,14,117.88,13,11,1,8.33,2009-12-18 17:06:00,2011-08-31 15:32:00,1.0769230769230769
90141C,TURQ PENDANT TRIPLE SHELL NECKLACE,14,73.79,12,11,2,5.4,2010-04-08 14:47:00,2011-11-22 15:43:00,1.1666666666666667
82613b,"METAL SIGN,CUPCAKE SINGLE HOOK",14,35.04,11,10,1,2.51,2010-02-01 11:21:00,2011-07-08 13:54:00,1.2727272727272727
22206,"MUG , DOTCOMGIFTSHOP.COM",14,11.82,10,9,1,0.85,2010-06-07 14:22:00,2011-11-21 15:18:00,1.4
84875A,PINK SQUARE COMPACT MIRROR,14,52.5,10,9,1,3.75,2009-12-17 17:54:00,2010-11-30 14:21:00,1.4
44242A,LILAC FEATHERS CURTAIN,14,11.98,2,2,1,1.02,2010-03-25 13:05:00,2011-07-10 15:17:00,7.0
23143,ZINC WIRE KITCHEN ORGANISER,14,176.77,10,7,3,10.4,2011-05-04 13:17:00,2011-11-24 12:53:00,1.4
90128D,PURPLE LEAVES AND BEADS PHONE CHAR,13,21.24,7,7,1,2.46,2010-02-24 15:23:00,2011-02-15 09:44:00,1.8571428571428572
84529B,BLUE KNITTED KID'S RUCKSACK,13,62.35,5,3,1,4.21,2010-02-14 15:30:00,2010-04-23 16:16:00,2.6
23574,PACKING CHARGE,13,97.5,13,9,3,7.5,2011-07-06 13:04:00,2011-11-23 16:48:00,1.0
47590b,PINK HAPPY BIRTHDAY BUNTING,13,140.5,10,8,1,10.79,2010-11-19 13:06:00,2011-11-13 11:50:00,1.3
DCGS0003,BOXED GLASS ASHTRAY,13,32.589999999999996,13,13,1,2.51,2009-12-09 09:42:00,2011-05-05 15:42:00,1.0
82613c,"METAL SIGN,CUPCAKE SINGLE HOOK",13,32.48,12,10,1,2.51,2010-02-01 11:21:00,2011-10-26 14:42:00,1.0833333333333333
90130D,RED STONE/CRYSTAL EARRINGS,13,38.31,8,8,1,2.955,2010-01-11 09:30:00,2011-11-28 15:31:00,1.625
84705A,ENGLISH ROSE PHOTO FRAME,13,60.45,6,5,1,4.65,2010-01-08 15:19:00,2010-04-07 15:02:00,2.1666666666666665
84586L,"PINK ROSES/GINGHAM PATCH RABBIT 8""",13,38.35,8,4,1,2.95,2009-12-08 11:13:00,2010-01-31 12:32:00,1.625
90046,WHITE WITH METAL BAG CHARM,13,64.35000000000001,7,6,1,4.95,2010-03-26 16:17:00,2011-07-07 16:59:00,1.8571428571428572
23446,BLUE BUNNY EASTER EGG BASKET,13,21.449999999999996,2,1,1,1.65,2011-10-10 13:55:00,2011-10-16 14:07:00,6.5
84966A,PINK KASHMIRI BOXED MIRROR,13,225.95,4,4,1,20.0,2010-01-19 12:18:00,2010-11-02 17:29:00,3.25
