StockCode,returned_units,return_rows,return_invoices
22216,3.0,1,1
22540,3.0,2,2
22516,3.0,1,1
22267,3.0,1,1
21418,3.0,1,1
21853,3.0,1,1
23274,3.0,3,3
35473,3.0,1,1
90121B,3.0,1,1
21331,3.0,2,2
84659A,3.0,3,3
22929,3.0,2,2
85043,3.0,3,3
85039A,3.0,2,2
20850,3.0,1,1
20849,3.0,1,1
22934,3.0,1,1
72805,3.0,2,2
DCGS0060,3.0,1,1
90200D,3.0,1,1
DCGS0071,2.0,1,1
84800S,2.0,1,1
23253,2.0,2,2
90175B,2.0,1,1
22581,2.0,1,1
21972,2.0,2,2
84424A,2.0,2,2
85051,2.0,1,1
85039C,2.0,2,2
79057B,2.0,1,1
78056,2.0,2,2
23454,2.0,1,1
23437,2.0,1,1
23428,2.0,1,1
85077,2.0,1,1
85071B,2.0,1,1
85070,2.0,2,2
35597D,2.0,1,1
84825,2.0,1,1
23285,2.0,1,1
23280,2.0,1,1
21601,2.0,1,1
35471D,2.0,2,2
90146,2.0,1,1
22877,2.0,2,2
72809,2.0,1,1
37504,2.0,1,1
84672A,2.0,1,1
84671B,2.0,1,1
84656,2.0,2,2
23456,2.0,1,1
22414,2.0,2,2
22592,2.0,2,2
21325,2.0,1,1
22547,2.0,1,1
21520,2.0,1,1
21854,2.0,1,1
22514,2.0,2,2
79082C,2.0,1,1
79065B,2.0,1,1
37488A,2.0,2,2
37468,2.0,1,1
84699,2.0,1,1
44234,2.0,1,1
21766,2.0,1,1
22282,2.0,2,2
22277,2.0,2,2
23190,2.0,2,2
84762B,2.0,1,1
84845A,2.0,1,1
84843,2.0,2,2
35232,2.0,1,1
35001B,2.0,1,1
84227,2.0,1,1
21183,2.0,1,1
85018B,2.0,1,1
17107D,2.0,1,1
21633,2.0,2,2
44266F,2.0,1,1
22118,2.0,2,2
20901,2.0,1,1
71403,2.0,1,1
21301,2.0,1,1
21293,2.0,1,1
90060D,2.0,1,1
90050,2.0,1,1
90046,2.0,1,1
72798B,2.0,1,1
21753,2.0,1,1
85114B,2.0,1,1
84642,2.0,1,1
21920,2.0,1,1
22201,2.0,2,2
37432,2.0,1,1
47567,2.0,2,2
84529B,2.0,1,1
84510B,2.0,1,1
84752B,2.0,1,1
23332,2.0,1,1
90024B,2.0,1,1
21944,2.0,1,1
23574,2.0,2,2
23569,2.0,1,1
16065A,2.0,1,1
23389,2.0,1,1
79303D,2.0,2,2
17017,2.0,1,1
22375,2.0,2,2
84984B,2.0,1,1
84984A,2.0,1,1
23024,2.0,1,1
23023,2.0,1,1
22828,2.0,1,1
72800B,2.0,1,1
84914A,2.0,1,1
23142,2.0,2,2
21273,2.0,1,1
21268,2.0,1,1
21476,2.0,2,2
21475,2.0,2,2
46115B,2.0,1,1
72753A,2.0,1,1
85171,2.0,1,1
84341A,2.0,1,1
22822,2.0,2,2
22820,2.0,1,1
79340P,2.0,2,2
21905,2.0,2,2
21048,2.0,1,1
90002D,2.0,1,1
22478,2.0,2,2
22702,2.0,2,2
23508,2.0,1,1
23503,2.0,2,2
23541,2.0,1,1
22765,2.0,2,2
47013A,2.0,1,1
17164B,2.0,1,1
22053,2.0,2,2
37451,2.0,2,2
84585L,2.0,1,1
23094,2.0,2,2
84933A,2.0,1,1
18033,2.0,1,1
84558B,2.0,1,1
22723,2.0,2,2
21468,2.0,2,2
22350,2.0,2,2
84965B,2.0,2,2
84965A,2.0,1,1
84963A,2.0,1,1
84962,2.0,1,1
21465,2.0,1,1
21263,2.0,1,1
16245B,2.0,1,1
16222B,2.0,1,1
22742,2.0,1,1
84705E,2.0,1,1
23051,2.0,2,2
21725,2.0,1,1
21721,2.0,1,1
70006,2.0,2,2
62043B,2.0,2,2
51020A,2.0,1,1
90197A,2.0,1,1
90176C,2.0,2,2
85056,2.0,1,1
48173A,2.0,1,1
84388,2.0,2,2
DCGS0053,2.0,1,1
DCGS0004,2.0,1,1
90211B,2.0,1,1
DCGS0016,1.0,1,1
DCGS0027,1.0,1,1
DCGS0006,1.0,1,1
DCGS0039,1.0,1,1
DCGS0055,1.0,1,1
22549,1.0,1,1
DCGS0074,1.0,1,1
DCGSSGIRL,1.0,1,1
PADS,1.0,1,1
21774,1.0,1,1
21047,1.0,1,1
90176A,1.0,1,1
90176D,1.0,1,1
90179C,1.0,1,1
90199A,1.0,1,1
90199C,1.0,1,1
DCGS0062,1.0,1,1
DCGS0036,1.0,1,1
DCGS0037,1.0,1,1
62097A,1.0,1,1
DCGS0072,1.0,1,1
84595E,1.0,1,1
20720,1.0,1,1
84292,1.0,1,1
35652,1.0,1,1
22789,1.0,1,1
23052,1.0,1,1
23053,1.0,1,1
23054,1.0,1,1
84972M,1.0,1,1
84974,1.0,1,1
17120,1.0,1,1
22749,1.0,1,1
21345,1.0,1,1
21346,1.0,1,1
20957,1.0,1,1
23073,1.0,1,1
21816,1.0,1,1
23050,1.0,1,1
47340A,1.0,1,1
47367B,1.0,1,1
47503F,1.0,1,1
21945,1.0,1,1
84567,1.0,1,1
84926B,1.0,1,1
18094A,1.0,1,1
23100,1.0,1,1
84572,1.0,1,1
46776D,1.0,1,1
23405,1.0,1,1
23410,1.0,1,1
23411,1.0,1,1
23419,1.0,1,1
23370,1.0,1,1
23375,1.0,1,1
79302C,1.0,1,1
79302J,1.0,1,1
23535,1.0,1,1
21356,1.0,1,1
22477,1.0,1,1
23390,1.0,1,1
23398,1.0,1,1
21052,1.0,1,1
22223,1.0,1,1
79333,1.0,1,1
79532,1.0,1,1
22811,1.0,1,1
22813,1.0,1,1
85163B,1.0,1,1
85169D,1.0,1,1
84596K,1.0,1,1
23466,1.0,1,1
85170C,1.0,1,1
85177,1.0,1,1
72748,1.0,1,1
46775A,1.0,1,1
81950V,1.0,1,1
22115,1.0,1,1
22117,1.0,1,1
23150,1.0,1,1
22316,1.0,1,1
22321,1.0,1,1
21835,1.0,1,1
23129,1.0,1,1
23133,1.0,1,1
84913B,1.0,1,1
22830,1.0,1,1
22833,1.0,1,1
22799,1.0,1,1
23017,1.0,1,1
21795,1.0,1,1
21802,1.0,1,1
21805,1.0,1,1
21358,1.0,1,1
79308B,1.0,1,1
90013C,1.0,1,1
90014B,1.0,1,1
16131,1.0,1,1
90018A,1.0,1,1
23544,1.0,1,1
23556,1.0,1,1
23567,1.0,1,1
23568,1.0,1,1
72045A,1.0,1,1
72140E,1.0,1,1
23342,1.0,1,1
84709B,1.0,1,1
20705,1.0,1,1
84753A,1.0,1,1
23164,1.0,1,1
23180,1.0,1,1
23185,1.0,1,1
23189,1.0,1,1
22247,1.0,1,1
35637A,1.0,1,1
84519B,1.0,1,1
84526,1.0,1,1
21115,1.0,1,1
21119,1.0,1,1
37441,1.0,1,1
37445A,1.0,1,1
35991,1.0,1,1
22190,1.0,1,1
84870B,1.0,1,1
84874A,1.0,1,1
84884A,1.0,1,1
90029,1.0,1,1
47592B,1.0,1,1
21919,1.0,1,1
21555,1.0,1,1
21557,1.0,1,1
84632,1.0,1,1
84648,1.0,1,1
16258A,1.0,1,1
21739,1.0,1,1
21741,1.0,1,1
21750,1.0,1,1
22824,1.0,1,1
72755A,1.0,1,1
71495A,1.0,1,1
90064B,1.0,1,1
90066A,1.0,1,1
90076,1.0,1,1
21456,1.0,1,1
22122,1.0,1,1
90091,1.0,1,1
90097,1.0,1,1
21629,1.0,1,1
23491,1.0,1,1
85018C,1.0,1,1
22954,1.0,1,1
22975,1.0,1,1
22977,1.0,1,1
85023A,1.0,1,1
85024C,1.0,1,1
35817B,1.0,1,1
35818C,1.0,1,1
23630,1.0,1,1
35001P,1.0,1,1
23312,1.0,1,1
23316,1.0,1,1
21594,1.0,1,1
20780,1.0,1,1
35233,1.0,1,1
22511,1.0,1,1
22885,1.0,1,1
21767,1.0,1,1
40046C,1.0,1,1
84248E,1.0,1,1
84673A,1.0,1,1
84673B,1.0,1,1
84679,1.0,1,1
79065A,1.0,1,1
85031C,1.0,1,1
21695,1.0,1,1
22546,1.0,1,1
21855,1.0,1,1
21857,1.0,1,1
21862,1.0,1,1
21863,1.0,1,1
82011A,1.0,1,1
21031,1.0,1,1
82093,1.0,1,1
82096,1.0,1,1
22420,1.0,1,1
37492C,1.0,1,1
37506,1.0,1,1
85094,1.0,1,1
22869,1.0,1,1
22878,1.0,1,1
22882,1.0,1,1
22883,1.0,1,1
22594,1.0,1,1
90148,1.0,1,1
90160D,1.0,1,1
90162B,1.0,1,1
90166,1.0,1,1
35596,1.0,1,1
21883,1.0,1,1
84813,1.0,1,1
35598D,1.0,1,1
85057,1.0,1,1
23424,1.0,1,1
23444,1.0,1,1
23452,1.0,1,1
20847,1.0,1,1
79064C,1.0,1,1
84437A,1.0,1,1
22565,1.0,1,1
21310,1.0,1,1
22539,1.0,1,1
35961,1.0,1,1
35967,1.0,1,1
35921,1.0,1,1
82576,1.0,1,1
23264,1.0,1,1
84086B,1.0,1,1
90214K,1.0,1,1
gift_0001_80,1.0,1,1
