StockCode,description,quantity,revenue,invoices,active_weeks,countries,median_price,first_sale,last_sale,quantity_per_invoice,revenue_share_pct,revenue_cumulative_pct
72753A,S/3 FLWR FAIRY LILLY CANDLES,138,312.86,10,5,3,2.1,2009-12-07 13:48:00,2010-01-27 12:39:00,13.8,0.0015876245827471304,99.25015507001015
84802A,WHITE ANEMONE ARTIFICIAL FLOWER,185,312.65000000000003,24,20,1,1.69,2009-12-11 11:26:00,2010-12-19 14:03:00,7.708333333333333,0.0015865589266633332,99.25174162893681
85129B,BEADED CRYSTAL HEART GREEN SMALL,232,312.65,55,41,2,1.25,2009-12-15 13:40:00,2011-11-25 14:25:00,4.218181818181818,0.0015865589266633327,99.25332818786347
84838,ANT WHITE HIGH RISE BIRD BOX,50,312.5,4,3,1,8.5,2009-12-18 11:32:00,2010-01-12 15:57:00,12.5,0.0015857977437463346,99.25491398560722
20823,GOLD WINE GOBLET,204,312.36,17,12,1,4.25,2009-12-18 10:24:00,2011-06-09 14:23:00,12.0,0.0015850873063571363,99.25649907291357
84673A,PINK FLY SWAT,498,312.24,97,46,2,0.65,2009-12-09 09:51:00,2011-11-24 15:02:00,5.134020618556701,0.0015844783600235377,99.2580835512736
90014B,GOLD M PEARL  ORBIT NECKLACE,32,312.01,27,25,1,9.95,2009-12-22 16:17:00,2011-10-26 12:46:00,1.1851851851851851,0.0015833112128841404,99.25966686248648
84522,PINK PARTY SUNGLASSES,186,311.86,26,22,3,1.95,2009-12-07 13:35:00,2011-11-22 13:25:00,7.153846153846154,0.001582550029967142,99.26124941251645
20847,ZINC HEART LATTICE CHARGER LARGE,75,311.57,25,24,3,3.75,2009-12-10 20:22:00,2011-11-25 11:54:00,3.0,0.0015810784096609457,99.2628304909261
62095B,TURQOISE ICE CREAM SUNHAT,292,310.83,21,12,3,1.69,2010-02-01 09:52:00,2010-11-28 14:57:00,13.904761904761905,0.0015773232406037542,99.26440781416672
21401,BLUE PUDDING SPOON,1406,310.78,117,64,6,0.42,2009-12-07 13:59:00,2011-12-04 14:55:00,12.017094017094017,0.0015770695129647546,99.26598488367968
21420,OYSTER TRINKET BOX,92,310.04,29,27,2,3.25,2010-01-04 13:36:00,2011-11-28 11:18:00,3.1724137931034484,0.0015733143439075636,99.26755819802358
35914,PINK CHICK EGG WARMER + EGG CUP,230,309.28,54,25,3,0.85,2009-12-10 15:45:00,2011-10-19 15:08:00,4.2592592592592595,0.0015694576837947723,99.26912765570738
47593A,CAROUSEL DESIGN BABY BIB,303,306.67,97,44,5,0.85,2009-12-07 13:59:00,2011-03-29 16:05:00,3.1237113402061856,0.001556213101039003,99.27068386880842
90173,PAIR BUTTERFLY HAIR CLIPS,81,306.64,51,35,2,3.81,2009-12-09 09:51:00,2011-10-12 11:41:00,1.588235294117647,0.0015560608644556034,99.27223992967288
72130,COLUMBIAN CANDLE ROUND,753,306.35,57,42,1,0.65,2009-12-13 11:49:00,2011-11-30 15:13:00,13.210526315789474,0.001554589244149407,99.27379451891703
77081,FLOWER WINDMILL,241,305.81,32,19,2,1.25,2009-12-07 17:56:00,2010-08-31 15:36:00,7.53125,0.0015518489856482132,99.27534636790267
16254,TRANSPARENT ACRYLIC TAPE DISPENSER,941,305.66,40,24,2,1.63,2010-01-11 09:30:00,2011-11-30 14:17:00,23.525,0.001551087802731215,99.2768974557054
90161A,ANT COPPER RED BOUDICCA BRACELET,61,305.38,40,33,1,5.035,2009-12-10 14:19:00,2011-11-16 15:16:00,1.525,0.0015496669279528182,99.27844712263335
20795,LARGE BLUE PROVENCAL CERAMIC BALL,134,304.57,28,24,3,2.1,2009-12-09 13:00:00,2011-12-02 13:17:00,4.785714285714286,0.0015455565402010276,99.27999267917356
90018A,SILVER M.O.P ORBIT DROP EARRINGS,72,304.54,53,38,3,4.24,2009-12-14 17:16:00,2011-11-30 15:13:00,1.3584905660377358,0.0015454043036176282,99.28153808347717
20800,LARGE GLASS SUNDAE DISH CLEAR,1005,303.96,5,5,2,5.06,2010-01-11 09:37:00,2010-03-30 14:29:00,201.0,0.0015424610630052347,99.28308054454018
84219,BOX/12 MOTHER & CHICK IN BASKET/BOW,137,303.86,28,9,3,2.55,2010-01-31 11:01:00,2010-03-28 10:13:00,4.892857142857143,0.001541953607727236,99.28462249814791
46000U,POLYESTER FILLER PAD 30CMx30CM,243,303.75,50,41,5,1.25,2010-01-06 13:56:00,2011-12-04 12:17:00,4.86,0.0015413954069214374,99.28616389355483
22872,NUMBER TILE COTTAGE GARDEN 4,134,303.03999999999996,37,27,3,4.13,2010-10-18 09:36:00,2011-11-29 15:08:00,3.6216216216216215,0.0015377924744476455,99.28770168602928
44235,ASS COL CIRCLE MOBILE,814,302.99999999999994,21,18,1,0.42,2010-01-13 15:24:00,2011-12-02 13:21:00,38.76190476190476,0.0015375894923364457,99.28923927552161
23037,CANDLE HOLDER SILVER MADELINE,183,302.06999999999994,18,11,2,1.65,2011-06-24 12:44:00,2011-12-01 11:20:00,10.166666666666666,0.0015328701582510566,99.29077214567987
90197B,BLACK GLASS BRACELET W HEART CHARMS,60,301.94,48,32,2,5.035,2009-12-07 17:56:00,2011-12-01 08:51:00,1.25,0.0015322104663896584,99.29230435614626
84535A,ENGLISH ROSE NOTEBOOK A6 SIZE,547,301.84000000000003,56,18,1,0.65,2009-12-07 17:56:00,2011-05-08 13:32:00,9.767857142857142,0.00153170301111166,99.29383605915737
35645,VINTAGE BEAD PINK JEWEL BOX,61,301.81,34,24,3,4.25,2009-12-09 14:48:00,2011-10-20 13:06:00,1.7941176470588236,0.0015315507745282601,99.2953676099319
84402D,PINK DRESS JEWELLERY STAND,329,301.64,9,8,1,0.85,2009-12-22 09:52:00,2010-03-19 13:51:00,36.55555555555556,0.001530688100555662,99.29689829803246
90098,NECKLACE+BRACELET PINK BUTTERFLY,137,301.28,55,29,3,2.55,2009-12-18 17:06:00,2011-11-25 11:20:00,2.4909090909090907,0.0015288612615548662,99.29842715929401
47504G,ENGLISH ROSE TAPE MEASURE,222,300.05,49,20,4,1.25,2009-12-07 15:26:00,2010-05-11 11:29:00,4.530612244897959,0.0015226195616354808,99.29994977885565
75149N,STRING CRYSTALS NATURAL,240,300.0,21,13,1,1.25,2009-12-14 13:09:00,2010-05-04 13:49:00,11.428571428571429,0.0015223658339964812,99.30147214468964
85089,CANDY SPOT BUNNY,93,299.84000000000003,28,18,3,2.95,2009-12-21 17:14:00,2011-11-17 15:08:00,3.3214285714285716,0.0015215539055516833,99.30299369859519
84247N,PACK/12 BLUE FOLKART CARDS,113,297.48,53,38,3,2.95,2010-01-11 14:39:00,2011-11-27 16:19:00,2.1320754716981134,0.0015095779609909108,99.30450327655618
17012E,ORIGAMI OPIUM INCENSE/CANDLE SET,263,296.78999999999996,29,17,2,2.51,2009-12-16 12:39:00,2010-12-15 15:34:00,9.068965517241379,0.0015060765195727187,99.30600935307575
35920,FOUR RABBIT EASTER DECORATIONS,1070,296.34,24,15,3,1.25,2010-01-27 16:41:00,2011-04-19 15:37:00,44.583333333333336,0.0015037929708217241,99.30751314604657
DCGSSGIRL,GIRLS PARTY BAG,92,295.63,23,16,1,3.29,2010-06-21 15:13:00,2011-11-16 15:23:00,4.0,0.0015001900383479325,99.30901333608492
90016B,GOLD/M.O.P PENDANT ORBIT NECKLACE,35,295.5,28,23,1,8.5,2009-12-16 14:59:00,2011-11-27 15:18:00,1.25,0.0014995303464865341,99.31051286643141
90129A,PINK GLASS TASSLE BAG CHARM,151,295.38,73,43,2,1.66,2009-12-14 14:33:00,2011-10-03 16:04:00,2.0684931506849313,0.0014989214001529354,99.31201178783157
21697,SET 5 MINI DOUGHNUT FRIDGE MAGNET,372,295.08000000000004,7,6,6,1.69,2009-12-07 10:41:00,2010-02-15 11:57:00,53.142857142857146,0.0014973990343189391,99.31350918686589
22954,HEN PARTY CORDON BARRIER TAPE,238,293.89,50,35,2,1.25,2010-11-05 14:21:00,2011-11-24 14:40:00,4.76,0.0014913603165107529,99.3150005471824
84926A,WAKE UP COCKEREL TILE COASTER,664,293.08,51,35,3,1.25,2010-03-03 12:34:00,2011-12-01 12:36:00,13.019607843137255,0.0014872499287589625,99.31648779711115
84800S,SMALL WHITE/PINK ROSE ART FLOWER,388,292.04,19,17,1,1.25,2010-02-19 12:34:00,2011-09-11 14:09:00,20.42105263157895,0.0014819723938677748,99.31796976950501
84627,CANDY STRIPE ROSE C/COVER,49,291.55,18,14,1,5.95,2009-12-18 17:24:00,2010-09-26 13:53:00,2.7222222222222223,0.0014794858630055804,99.31944925536801
21030,SPACE CADET RED,239,290.9,51,31,5,1.25,2009-12-16 16:02:00,2011-11-21 12:05:00,4.686274509803922,0.001476187403698588,99.32092544277171
84529A,PINK KNITTED KIDS RUCKSACK,50,290.78,19,11,1,6.75,2009-12-16 10:39:00,2010-04-20 16:21:00,2.6315789473684212,0.0014755784573649892,99.32240102122907
20869,GOLD FABRIC MIRROR,521,290.28000000000003,49,36,4,0.85,2009-12-09 12:57:00,2011-11-28 14:37:00,10.63265306122449,0.0014730411809749954,99.32387406241004
23410,CURIO CABINET LINEN AND LACE,36,290.1,18,9,2,8.15,2011-09-08 10:35:00,2011-11-25 13:09:00,2.0,0.0014721277614745975,99.32534619017152
22871,NUMBER TILE COTTAGE GARDEN 3,127,289.39,30,26,3,4.13,2010-10-18 09:36:00,2011-11-16 15:16:00,4.233333333333333,0.0014685248290008056,99.32681471500052
79190D,RETRO PLASTIC DAISY TRAY,623,289.02,109,69,4,0.42,2009-12-14 14:35:00,2011-12-02 16:07:00,5.715596330275229,0.00146664724447221,99.328281362245
90185D,CRYSTAL DIAMANTE EXPANDABLE RING,68,289.0,34,22,1,4.25,2009-12-18 17:06:00,2011-06-02 17:26:00,2.0,0.0014665457534166102,99.32974790799841
90124A,PINK MURANO TWIST NECKLACE,29,288.86,19,17,1,9.95,2010-01-28 13:23:00,2011-10-30 12:18:00,1.5263157894736843,0.0014658353160274119,99.33121374331444
84933C,LARGE BLUE ORIENTAL FOLDING STOOL,133,287.15,5,4,1,2.1,2009-12-13 13:09:00,2010-01-22 13:41:00,26.6,0.001457157830773632,99.3326709011452
21196,ROUND WHITE CONFETTI IN TUBE,166,287.09,21,20,6,1.65,2010-02-08 16:48:00,2011-10-24 13:37:00,7.904761904761905,0.0014568533576068325,99.33412775450282
47471,RAINBOW PEGS PHOTO CLIP STRING,421,287.06,59,47,2,0.65,2009-12-14 18:03:00,2011-11-28 12:14:00,7.135593220338983,0.001456701121023433,99.33558445562385
90178A,AMBER CHUNKY GLASS+BEAD NECKLACE,24,286.56,18,15,1,11.95,2009-12-14 17:57:00,2011-10-20 15:57:00,1.3333333333333333,0.001454163844633439,99.33703861946847
20821,GOLDIE LOOKING MIRROR,42,286.42,25,23,1,10.17,2009-12-14 17:57:00,2011-11-23 15:53:00,1.68,0.0014534534072442405,99.33849207287572
84882,GREEN WIRE STANDING CANDLE HOLDER,65,285.68,35,31,1,3.75,2009-12-11 14:20:00,2011-11-30 17:37:00,1.8571428571428572,0.0014496982381870492,99.33994177111391
72753D,S/3 FLWR FAIRY SUMMER CANDLES,136,285.6,8,4,2,2.1,2009-12-07 13:48:00,2010-01-17 11:55:00,17.0,0.0014492922739646503,99.34139106338787
84482,BUTTONS DESIGN JEWELLERY BOX,73,285.52,31,20,1,3.75,2009-12-08 12:38:00,2010-10-03 14:36:00,2.3548387096774195,0.001448886309742251,99.34283994969762
21388,IVORY HANGING DECORATION  CHICKEN,305,285.07,28,12,1,0.85,2009-12-08 15:12:00,2010-03-29 16:47:00,10.892857142857142,0.0014466027609912563,99.34428655245861
21321,GLASS CHALICE BLUE  LARGE,115,283.95,16,12,1,2.55,2009-12-10 09:49:00,2010-04-09 12:33:00,7.1875,0.0014409192618776694,99.3457274717205
84906,PINK B'FLY C/COVER W BOBBLES,62,283.67,20,18,3,5.95,2010-01-06 13:56:00,2011-05-23 11:52:00,3.1,0.0014394983870992728,99.3471669701076
72739B,WHITE CHOCOLATE SCENT CANDLE,343,282.28000000000003,25,7,1,2.51,2009-12-07 11:29:00,2010-01-26 12:46:00,13.72,0.0014324447587350892,99.34859941486633
16052,TEATIME PUSH DOWN RUBBER,848,281.32,35,27,3,0.42,2009-12-16 17:01:00,2011-06-09 19:33:00,24.228571428571428,0.0014275731880663003,99.3500269880544
90030B,RED KUKUI COCONUT SEED NECKLACE,132,280.26,34,28,5,5.94,2009-12-09 09:51:00,2011-12-02 13:54:00,3.8823529411764706,0.0014221941621195128,99.35144918221651
72812,LARGE ZINC GLASS CANDLEHOLDER,103,280.2,29,25,3,4.13,2009-12-11 16:48:00,2011-11-29 16:47:00,3.5517241379310347,0.0014218896889527134,99.35287107190547
84457,SET/3 RABBITS FLOWER SKIPPPING ROPE,291,278.72999999999996,64,28,3,0.85,2010-01-24 14:57:00,2011-11-09 15:09:00,4.546875,0.0014144300963661305,99.35428550200183
37413,ICON MUG REVOLUTIONARY,688,278.64,78,34,2,0.39,2011-02-07 11:42:00,2011-12-02 14:26:00,8.820512820512821,0.0014139733866159318,99.35569947538845
17001,HEAVENS SCENT FRAGRANCE OILS ASSTD,1139,278.46999999999997,21,15,2,0.29,2009-12-22 12:38:00,2011-02-28 14:48:00,54.23809523809524,0.0014131107126433336,99.3571125861011
90036D,"FLOWER GLASS GARLAND NECKL.36""BLACK",35,278.44,15,14,1,7.95,2009-12-21 11:08:00,2011-06-13 14:16:00,2.3333333333333335,0.001412958476059934,99.35852554457716
16202A,PASTEL PINK PHOTO ALBUM,661,278.32,20,17,3,5.55,2009-12-17 12:34:00,2011-04-17 13:43:00,33.05,0.0014123495297263355,99.35993789410689
84508C,BLUE CIRCLES DESIGN TEDDY,102,277.27,42,37,2,2.55,2009-12-13 13:17:00,2011-11-17 12:59:00,2.4285714285714284,0.0014070212493073478,99.3613449153562
23567,EGG CUP HENRIETTA HEN PINK,205,276.82,34,8,2,1.25,2011-10-14 09:35:00,2011-12-02 14:26:00,6.029411764705882,0.0014047377005563532,99.36274965305675
90115,SUMMER BUTTERFLIES BAG CHARM,107,276.40999999999997,59,27,2,2.51,2010-05-24 12:01:00,2011-06-02 11:13:00,1.8135593220338984,0.0014026571339165578,99.36415231019068
84966C,GREEN KASHMIRI BOXED MIRROR,23,276.0,2,2,1,12.0,2010-09-03 17:23:00,2010-11-02 17:29:00,11.5,0.0014005765672767628,99.36555288675795
37422,WHITE WITH BLACK CATS BOWL,423,275.08,68,22,1,1.66,2009-12-08 17:10:00,2010-05-26 12:47:00,6.220588235294118,0.0013959079787191735,99.36694879473667
90014C,SILVER/BLACK ORBIT NECKLACE,28,274.72999999999996,19,16,1,9.95,2009-12-16 11:39:00,2011-11-27 15:38:00,1.4736842105263157,0.0013941318852461774,99.36834292662192
16212,FUNKY GIRLZ ASST MAGNETIC MEMO PAD,347,274.66,35,26,3,0.65,2009-12-07 18:02:00,2010-11-12 13:43:00,9.914285714285715,0.0013937766665515787,99.36973670328847
21095,SET/6 POSIES PAPER PLATES,295,274.57,40,31,3,0.85,2009-12-17 14:08:00,2011-06-16 19:59:00,7.375,0.0013933199568013795,99.37113002324527
84924F,PSYCHEDELIC METAL SIGN CALENDAR,975,274.55,10,8,2,2.27,2009-12-22 14:31:00,2011-07-29 17:19:00,97.5,0.0013932184657457797,99.37252324171102
72739C,DARK CHOCOLATE SCENTCANDLE,324,273.94,22,7,1,1.25,2009-12-07 11:29:00,2010-01-27 12:39:00,14.727272727272727,0.001390122988549987,99.37391336469958
90122A,PINK CRYSTAL+GLASS BRACELET,55,273.89,31,26,1,4.98,2010-01-11 09:33:00,2011-11-15 17:00:00,1.7741935483870968,0.0013898692609109874,99.37530323396048
23481,PEARLISED IVORY HEART SMALL,222,273.67,27,7,2,1.25,2011-10-17 15:06:00,2011-12-04 14:01:00,8.222222222222221,0.0013887528592993901,99.37669198681978
75178,ASSTD COL BUTTERFLY/CRYSTAL W/CHIME,496,272.68,24,19,2,1.25,2010-02-18 13:29:00,2011-10-10 14:25:00,20.666666666666668,0.0013837290520472016,99.37807571587183
84902,PINK KNITTED COW STUFFED TOY,70,272.18,47,22,1,3.75,2009-12-07 17:56:00,2010-07-04 13:31:00,1.4893617021276595,0.0013811917756572077,99.3794569076475
84499,BLACK FLOWER CANDLE PLATE,326,272.16999999999996,41,25,1,0.85,2009-12-16 17:58:00,2011-01-04 11:34:00,7.951219512195122,0.0013811410301294074,99.38083804867762
22874,NUMBER TILE COTTAGE GARDEN 6,126,272.02,28,17,3,1.95,2010-10-18 09:36:00,2011-11-09 16:14:00,4.5,0.0013803798472124095,99.38221842852482
84933A,LARGE GREEN PEONY FOLDING STOOL,122,271.90000000000003,4,3,1,2.1,2009-12-07 13:48:00,2010-02-01 17:16:00,30.5,0.001379770900878811,99.3835981994257
90032,IVORY SHELL HEART NECKLACE,48,271.88,24,18,1,6.25,2010-01-21 13:21:00,2011-10-26 12:28:00,2.0,0.001379669409823211,99.38497786883553
22877,NUMBER TILE COTTAGE GARDEN 9,128,271.64,28,19,3,1.95,2010-10-18 09:36:00,2011-10-04 16:37:00,4.571428571428571,0.001378451517156014,99.38635632035269
21341,KASBAH LANTERN WITH GLASS,40,271.44,25,10,3,10.17,2009-12-07 18:02:00,2010-10-01 13:40:00,1.6,0.0013774366066000162,99.38773375695929
84192,ASSORTED COLOUR METAL CAT,226,271.1,38,28,1,1.25,2010-02-08 14:00:00,2011-12-04 15:00:00,5.947368421052632,0.0013757112586548204,99.38910946821795
47578A,ENGLISH ROSE SMALL SCENTED FLOWER,297,270.6,67,47,3,0.85,2009-12-07 18:02:00,2011-12-04 13:45:00,4.432835820895522,0.0013731739822648262,99.39048264220021
47586A,PINK FAIRY CAKE CUSHION COVER,200,270.43,29,23,3,2.55,2009-12-14 18:37:00,2011-11-23 10:09:00,6.896551724137931,0.001372311308292228,99.3918549535085
22868,NUMBER TILE COTTAGE GARDEN 0,124,270.38,27,22,3,1.95,2010-10-18 09:36:00,2011-11-21 15:18:00,4.592592592592593,0.0013720575806532287,99.39322701108915
84926F,PSYCHEDELIC TILE COASTER,479,269.83,39,31,2,1.25,2009-12-16 14:59:00,2011-11-30 09:00:00,12.282051282051283,0.0013692665766242352,99.39459627766577
90122C,TURQUOISE CRYSTAL+GLASS BRACELET,54,269.1,30,24,1,4.965,2009-12-14 18:37:00,2011-12-02 16:39:00,1.8,0.001365562153094844,99.39596183981887
84924D,LA PALMIERA METAL SIGN CALENDAR,763,268.86,14,13,2,3.75,2010-01-08 15:16:00,2010-11-11 12:13:00,54.5,0.0013643442604276464,99.39732618407929
23562,SET OF 6 RIBBONS PERFECTLY PRETTY,92,268.78,22,2,1,2.89,2011-11-27 12:29:00,2011-12-04 13:34:00,4.181818181818182,0.0013639382962052473,99.3986901223755
72793,BLACK BOX MIRROR LANTERN,55,268.75,10,9,1,5.95,2009-12-13 14:38:00,2010-10-26 10:22:00,5.5,0.001363786059621848,99.40005390843513
90146,FINE SILVER NECKLACE W PASTEL FLOWE,40,268.59000000000003,18,16,1,7.5,2009-12-13 12:31:00,2011-10-26 12:28:00,2.2222222222222223,0.0013629741311770498,99.40141688256631
20980,36 PENCILS TUBE POSY,223,268.49,54,32,2,1.25,2009-12-07 11:39:00,2011-08-08 14:53:00,4.12962962962963,0.0013624666758990508,99.40277934924221
18096C,WHITE ROUND PORCELAIN TLIGHT HOLDER,105,268.09999999999997,18,7,3,2.55,2009-12-07 15:55:00,2010-02-24 09:24:00,5.833333333333333,0.0013604876003148552,99.40413983684252
84927F,PSYCHEDELIC TILE HOOK,321,267.86,60,41,3,2.1,2009-12-16 14:59:00,2011-12-02 14:25:00,5.35,0.0013592697076476583,99.40549910655017
84933B,LARGE PINK PEONY FOLDING STOOL,127,266.70000000000005,4,3,2,2.1,2009-12-13 13:09:00,2010-01-22 13:52:00,31.75,0.001353383226422872,99.40685248977658
85195,HANGING HEART BASKET,145,265.14,16,14,3,2.1,2009-12-18 10:59:00,2011-03-16 15:45:00,9.0625,0.0013454669240860902,99.40819795670068
23476,WOODLAND LARGE RED FELT HEART,205,264.72,22,7,6,1.25,2011-10-20 12:07:00,2011-11-30 15:43:00,9.318181818181818,0.0013433356119184952,99.4095412923126
21367,MIRRORED WALL ART GENTS,198,264.52,58,35,1,2.55,2009-12-08 15:49:00,2011-11-29 12:09:00,3.413793103448276,0.0013423207013624975,99.41088361301397
47351B,BLUE  VOILE LAMPSHADE,96,264.0,13,12,2,2.95,2010-04-11 13:37:00,2011-11-06 13:00:00,7.384615384615385,0.0013396819339169036,99.41222329494788
90157,RIVIERA NECKLACE,53,263.28000000000003,24,20,2,4.95,2010-01-20 17:50:00,2011-11-28 15:31:00,2.2083333333333335,0.0013360282559153121,99.4135593232038
47481,50CM METAL STRING WITH  7 CLIPS,325,263.23,43,35,6,0.85,2009-12-07 17:56:00,2011-11-29 17:52:00,7.558139534883721,0.0013357745282763125,99.41489509773207
90129E,PURPLE GLASS TASSLE BAG CHARM,129,263.14,59,43,1,1.66,2009-12-16 12:17:00,2011-11-24 09:26:00,2.1864406779661016,0.0013353178185261136,99.4162304155506
47591A,CAROUSEL DES CHILD'S APRON,159,262.94,67,32,4,1.65,2009-12-08 13:08:00,2010-08-24 14:59:00,2.373134328358209,0.0013343029079701159,99.41756471845856
22873,NUMBER TILE COTTAGE GARDEN 5,120,262.5,31,27,4,1.95,2010-10-17 13:46:00,2011-11-25 14:25:00,3.870967741935484,0.001332070104746921,99.41889678856332
72487,ROSES WHITE ROUND CANDLE,657,261.59,8,2,1,0.935,2009-12-10 14:44:00,2009-12-14 18:37:00,82.125,0.0013274522617171317,99.42022424082504
35096A,BLUE VICTORIAN FABRIC HEART BOX,738,260.66999999999996,47,12,2,0.84,2009-12-07 17:56:00,2010-03-05 13:21:00,15.702127659574469,0.0013227836731595423,99.4215470244982
79303D,LILAC FLOWER BLOCK TABLE LAMP,76,260.37,17,10,1,5.91,2009-12-09 11:52:00,2010-08-09 18:31:00,4.470588235294118,0.001321261307325546,99.42286828580552
22875,NUMBER TILE COTTAGE GARDEN 7,121,260.09,28,22,3,1.95,2010-10-18 09:36:00,2011-09-20 12:35:00,4.321428571428571,0.0013198404325471492,99.42418812623806
44234,ASSORTED CIRCULAR MOBILE,1210,259.76,54,41,2,0.21,2009-12-14 15:17:00,2011-12-02 13:21:00,22.40740740740741,0.0013181658301297532,99.42550629206819
DCGS0076,SUNJAR LED NIGHT NIGHT LIGHT,16,259.48,13,11,1,16.13,2009-12-07 17:56:00,2010-12-20 15:03:00,1.2307692307692308,0.0013167449553513565,99.42682303702354
23137,ZINC WIRE SWEETHEART LETTER TRAY,70,259.37,21,13,1,3.75,2011-04-21 16:53:00,2011-11-30 17:37:00,3.3333333333333335,0.0013161867545455578,99.42813922377809
84597B,RETRO BROWN BALL ASHTRAY,205,259.37,27,21,3,1.25,2009-12-09 09:34:00,2011-06-19 11:10:00,7.592592592592593,0.0013161867545455578,99.42945541053264
85049g,CHOCOLATE BOX RIBBONS,106,259.3,49,36,1,2.46,2010-11-30 11:51:00,2011-12-02 10:07:00,2.163265306122449,0.0013158315358509586,99.43077124206849
90185B,AMETHYST DIAMANTE EXPANDABLE RING,61,259.03000000000003,31,22,2,4.25,2009-12-09 09:51:00,2011-11-22 15:41:00,1.967741935483871,0.001314461406600362,99.43208570347508
90000D,COPPER/OLIVE GREEN FLOWER NECKLACE,42,258.55,30,26,1,6.23,2009-12-10 09:49:00,2011-11-25 14:25:00,1.4,0.0013120256212659674,99.43339772909634
84613C,BLUE NEW BAROQUE FLOCK CANDLESTICK,62,258.06,12,11,1,4.65,2010-03-15 16:13:00,2010-12-08 12:35:00,5.166666666666667,0.0013095390904037732,99.43470726818674
90163A,PINK ROSEBUD & PEARL NECKLACE,34,257.94,22,20,1,7.64,2009-12-07 18:02:00,2011-11-24 09:21:00,1.5454545454545454,0.0013089301440701747,99.43601619833082
85147,JARDIN ETCHED GLASS CANDLEHLDR LONG,52,257.40000000000003,12,5,1,4.95,2009-12-07 13:00:00,2010-05-02 11:48:00,4.333333333333333,0.0013061898855689811,99.43732238821639
84520b,PACK 20 ENGLISH ROSE PAPER NAPKINS,110,257.4,10,6,1,2.085,2010-03-05 14:41:00,2010-09-21 13:13:00,11.0,0.0013061898855689807,99.43862857810196
23495,SET OF 3 PANTRY WOODEN SPOONS,190,256.86,34,6,2,1.25,2011-10-30 11:55:00,2011-12-04 14:55:00,5.588235294117647,0.0013034496270677872,99.43993202772903
85095,THREE CANVAS LUGGAGE TAGS,173,254.96,48,21,4,1.28,2010-08-19 13:32:00,2011-12-01 16:22:00,3.6041666666666665,0.0012938079767858095,99.44122583570581
85232b,SET/3 RUSSIAN DOLL STACKING TINS,25,254.47,22,14,1,10.17,2009-12-22 15:04:00,2010-11-09 11:50:00,1.1363636363636365,0.0012913214459236153,99.44251715715173
84461,12 PINK HEN+CHICKS IN BASKET,99,253.79,40,18,3,2.55,2010-01-31 11:01:00,2011-04-20 13:59:00,2.475,0.0012878707500332232,99.44380502790176
gift_0001_50,Dotcomgiftshop Gift Voucher Â£50.00,6,253.59,6,6,1,42.11,2009-12-18 17:15:00,2011-06-30 15:56:00,1.0,0.0012868558394772255,99.44509188374124
21268,VINTAGE BLUE TINSEL REEL,393,253.26000000000002,47,24,5,0.42,2009-12-07 15:26:00,2010-12-02 15:46:00,8.361702127659575,0.0012851812370598297,99.44637706497831
22882,NUMBER TILE VINTAGE FONT 3,125,253.13,49,33,1,2.17,2010-10-19 12:17:00,2011-12-01 19:42:00,2.5510204081632653,0.001284521545198431,99.44766158652351
23430,BLUE RETRO KITCHEN WALL CLOCK,31,252.65,14,3,4,8.15,2011-11-20 15:35:00,2011-12-02 15:39:00,2.2142857142857144,0.0012820857598640366,99.44894367228338
35981C,WHITE SNOW SCANDINAVIAN STOCKING,557,252.34,60,20,1,0.38,2009-12-08 11:46:00,2010-10-17 16:17:00,9.283333333333333,0.0012805126485022403,99.45022418493188
22876,NUMBER TILE COTTAGE GARDEN 8,118,252.22,23,19,3,1.95,2010-10-18 09:36:00,2011-09-27 18:41:00,5.130434782608695,0.0012799037021686418,99.45150408863405
90040B,MURANO STYLE GLASS BRACELET BLACK,70,252.07,35,30,2,3.73,2009-12-08 15:49:00,2011-05-06 15:40:00,2.0,0.0012791425192516435,99.4527832311533
17038,PORCELAIN BUDAH INCENSE HOLDER,2556,252.02,53,44,2,0.1,2009-12-14 15:57:00,2011-11-24 12:48:00,48.22641509433962,0.001278888791612644,99.45406211994492
23149,ANTIQUE IVORY WIRE BOWL SMALL,99,251.45000000000002,21,14,2,2.49,2011-05-03 11:34:00,2011-11-29 13:06:00,4.714285714285714,0.0012759962965280508,99.45533811624145
DCGSSBOY,BOYS PARTY BAG,77,251.35,21,17,1,3.29,2010-06-21 15:13:00,2011-12-01 16:22:00,3.6666666666666665,0.0012754888412500518,99.4566136050827
84977,WIRE FLOWER T-LIGHT HOLDER,199,251.33,40,31,2,1.25,2009-12-13 13:24:00,2011-03-18 11:22:00,4.975,0.0012753873501944522,99.45788899243288
21950,SET OF 6 DOTS CHOPSTICKS,206,250.78,16,8,1,2.57,2009-12-07 17:56:00,2010-04-01 15:04:00,12.875,0.0012725963461654587,99.45916158877905
90185C,BLACK DIAMANTE EXPANDABLE RING,59,250.71,30,22,2,4.25,2009-12-08 13:41:00,2011-10-31 14:41:00,1.9666666666666666,0.0012722411274708593,99.46043382990652
84661A,WHITE SQUARE TABLE CLOCK,158,250.09,37,29,4,2.55,2009-12-07 12:42:00,2011-11-20 14:04:00,4.27027027027027,0.0012690949047472666,99.46170292481126
20836,FRENCH PAISLEY CUSHION COVER,224,250.0,22,19,2,0.83,2010-03-02 15:28:00,2011-11-24 11:52:00,10.181818181818182,0.0012686381949970676,99.46297156300626
